text,label,raw_outputs,probability
華城是跟牛頭牌/歪L合作啦,2,[-0.93408203 -1.75976562  2.80273438],0.9668694603848272
今天盤中表現不錯,1,[-2.71289062  3.80859375 -2.88867188],0.9973015358804553
力特未來怎麼操作,2,[-2.5078125  -1.12011719  3.8671875 ],0.9915444535378567
今天會漲200點,1,[-2.62890625  3.484375   -2.68554688],0.995713774854344
封城沒生產 貨櫃運價加速下跌,0,[ 5.1328125  -2.55273438 -1.1484375 ],0.9976749387262033
浮雲,0,[ 5.2578125  -2.44726562 -1.59472656],0.9984949659622329
該,2,[-2.00390625 -1.56152344  4.33984375],0.9955266997931685
恭喜折折又中了 今天最高漲近100點 跟200點差不多啦由此推論 正負一千點都差不多啦,1,[-1.85058594  0.90722656 -0.05029297],0.6909540758477112
..,2,[-2.82421875 -1.56933594  4.5       ],0.9970367240200053
為發0,2,[-2.63671875 -1.06835938  3.99804688],0.9924386842396633
f快不行了,0,[ 4.95703125 -2.43554688 -1.12109375],0.9971001562612024
陽明有盡到官股的責任 繳國庫又護大盤,2,[-2.30664062 -0.14624023  1.78125   ],0.8603723082769681
很高,2,[-2.921875   -0.09637451  1.99707031],0.884510662039954
陽明配20 就是要逼死長榮 報一下年終之仇,0,[ 1.88378906 -0.40551758 -0.28686523],0.8227475645519008
過年前沒人相信陽明會配20吧,2,[-1.52050781 -1.52148438  3.55859375],0.9877080495438136
F能到25已經是奇蹟了,1,[-1.27050781  1.3984375  -1.31835938],0.8807380294369397
發哥==,2,[-1.98339844 -0.67724609  2.43554688],0.9465004878191314
我知道你還有錢啊,2,[-1.67382812 -1.5         3.8203125 ],0.991078300615837
今日新聞出來說美系外資調降目標價至310,1,[ 0.18225098  0.75927734 -0.43310547],0.536174917005348
噴噴,1,[-2.578125    4.00390625 -3.00585938],0.9977171699407497
結果技嘉宣布今年配息不會達七成,2,[ 0.45751953 -0.56738281  1.75878906],0.7300042992334546
吐血 9不了了,0,[ 2.68164062 -0.80126953 -0.26025391],0.9229489415030975
推50樓 感謝,2,[-2.92382812 -1.34765625  4.37890625],0.996083447308729
樓上反串喔?回我均價附近了,2,[-1.46875    -1.02636719  2.7578125 ],0.9640133812014443
朝100前進中結果賣在阿呆谷 哭啊,0,[ 4.25       -1.78515625 -1.13574219],0.9930737462355339
等待勝利,1,[-2.19335938  1.6484375  -0.71191406],0.8961841873412654
低調不了欸 ==,0,[ 4.69140625 -2.2578125  -0.97314453],0.9955934148268659
讚讚讚  等這篇斷頭就是訊號了,2,[-1.33886719 -1.64355469  3.81640625],0.9900768318586842
明天就可以停損了 已經備份好準備笑你XD,0,[ 3.83007812 -1.21289062 -1.23144531],0.9873710720808773
上次那篇被酸這麼高才發標的，這次發文說整理時5日線佈局，也還沒到，還是被酸。所以盤前看來可能今天就達標了,2,[-1.71386719 -0.28271484  1.71289062],0.8558541050946942
討論區被洗版洗爆了,2,[ 0.88574219 -2.41992188  1.84765625],0.7162418770985406
的確是可以用1031這種玩法,2,[-2.60546875 -1.53417969  4.07421875],0.9951010103036677
還好台灣人交易美股沒有資本利得稅XD,2,[-2.22265625 -1.79296875  4.21484375],0.9959565507937381
預估這個根本沒用 當初說不會打的人 包括國內券商總經博士等等 結果ㄏㄏ 這個就風險管理處要給上面...疫情戰爭無趨緩 物資供應更重要..怎麼可能打擊航結果鎳今天依然沒開,2,[-1.94824219 -1.67871094  4.515625  ],0.9964131973528174
推專業，技術分析賺得到錢啊，我都貼好幾篇對帳單了，酸民去精進自己技術比較實在,2,[-2.4921875  -1.57910156  4.63671875],0.9972086408022889
可以私fb，小韭菜懇請教學,0,[ 1.60058594 -1.55957031  1.17578125],0.5895125946671662
謝謝大大分享，分析非常實用！,2,[-2.81640625 -1.31640625  4.4453125 ],0.9961671464071975
感謝大大的分享，有分析有圖有對帳單，可以讓人反思,2,[-2.71875    -1.47265625  4.5703125 ],0.9969518524307824
本益比不是拿來預測崩盤，你該考慮的是當下這個位階的上檔空間跟下檔空間本益比高但成長性有跟上也不至於崩盤,1,[-2.62304688  1.68457031 -0.34985352],0.8739567390436478
還是要看全國產業未來獲利啦，若因疫情帶來的成長衰退，未來又沒有其他產業繼續貢獻獲利，PE可能一下就偏高，到時候就會覺得台股怎麼PE那麼高是不是W大外州去哪ㄚ神人耶！,0,[ 2.15820312 -0.60253906 -0.06622314],0.8536981246536809
推,2,[-2.74609375 -1.45410156  4.65625   ],0.997178391897375
推,2,[-2.74609375 -1.45410156  4.65625   ],0.997178391897375
死忠的覺得用愛發電就好,2,[-2.41992188 -1.10742188  3.58203125],0.9884688905351084
推,2,[-2.74609375 -1.45410156  4.65625   ],0.997178391897375
說了一個謊要用更多謊來圓呀,2,[-2.27539062 -1.515625    4.375     ],0.9959576423744598
對老毛子來說，協定協議是拿來撕毀用的,2,[-2.43945312 -1.7734375   4.515625  ],0.9971975965121074
多仔空仔都害怕...,1,[ 0.53466797  0.91015625 -1.49316406],0.5626287329798135
現在新聞都不用負責了  應該報錯罰一億,2,[-2.46484375 -1.59082031  4.53125   ],0.9969002780009697
邊談邊打，多空都贏。,2,[-2.46484375 -0.99755859  3.12695312],0.9804885606519331
還敢簽和平協議啊？明斯克協議才剛撕給你看欸！,2,[-2.00195312 -1.80078125  4.23828125],0.9956855042840727
升息,1,[-1.4765625   0.91845703 -0.42236328],0.7392065533472767
他現在在做的事情對他來說不是工作那當然也不需要靠花錢滿足內心,2,[-2.24023438 -1.42480469  4.34375   ],0.995513617947924
理工宅的極致,2,[-0.33520508 -1.99316406  2.49609375],0.9344351427364812
馬投顧不是把身上的錢丟去Space X 造好火箭他急著要回火星去嗎？,2,[-0.93798828 -0.47705078  1.43945312],0.8065113917497244
不古怪無法變成有成就的人,2,[-2.48046875 -1.55664062  4.7109375 ],0.9973571568220887
說不定他是火星人急著要回家鄉,2,[-2.12890625 -1.56445312  4.3828125 ],0.995917833180371
低能廢文 一看就知道沒出來工作過,2,[-2.12109375 -1.73242188  4.6796875 ],0.9972531026919766
低能卡,2,[-1.59765625 -1.82519531  4.3828125 ],0.9954796410178616
果凍故意捧美花是在狠抽蔡英文的臉好嗎你是裝傻還是真看不懂啊？台積電什麼時候嗆過人？,2,[-1.68359375 -1.77539062  4.1328125 ],0.9943368994702017
台積電應該不用你來提醒,2,[-1.88867188 -1.4375      3.06835938],0.9822431329115836
出貨,0,[ 5.37109375 -2.57421875 -1.58398438],0.9986936103134462
俄國跟中共一樣打發，假談真打先對決三星吧！嘴砲CEO,2,[-2.20703125 -1.78613281  4.26953125],0.996131387381337
客戶是自己家嗎,2,[-2.72460938 -1.64355469  4.4140625 ],0.9968760142410739
2025 zzzzzz,2,[-2.18945312 -1.59082031  4.12890625],0.9949422045542626
澄清一下好了，我指的都是intel 工廠，設計端我不認為有輸啦，都是被拖下來的,2,[-2.04101562 -1.65039062  4.30859375],0.9956887046311399
所以Intel的5 nm產能生出來了嗎？,2,[-2.26171875 -1.34765625  3.97851562],0.9932340421923236
還有 戰情分析還是軍情局業務啦...看外交部分析???某人就很愛自稱大師 你應該質問他大師在哪 不是問我我怎麼覺得你比較需要保持平靜減輕自己的焦慮~~仔細看你說的 我反而對你講去年中外交部預測俄侵烏的分析報告有興趣欸  請問哪裡看得到？,2,[-2.18359375 -1.69238281  4.55078125],0.9968767710204759
哇這篇包括推文一堆錯誤的稅務知識大家不報稅的嗎？,2,[-2.53125    -1.60644531  4.59765625],0.9971852258177746
路透也報了，可以了？,2,[-2.40039062 -1.24023438  3.75390625],0.9911766670454804
推,2,[-2.74609375 -1.45410156  4.65625   ],0.997178391897375
設備概念我選日揚，也想聽聽您的建議,2,[-2.4453125  -1.41210938  4.46484375],0.996213476723894
爆噴 ^_^,1,[-2.60742188  3.95703125 -2.98632812],0.997631008560837
又噴,1,[-2.58203125  3.99414062 -2.99804688],0.9976931276826593
現在算噴嗎 樓主覺得現在這價位要觀望嗎,1,[-2.56835938  3.46289062 -2.75      ],0.99561340015032
PTT法人進攻嗎？,1,[-2.6171875   3.65429688 -2.796875  ],0.9965438931307649
AnnWow 請道歉唷,2,[-1.56640625 -1.5703125   3.00390625],0.9797494820434829
我想低接 你這樣一根是什麼意思,1,[-1.44824219  1.11328125 -0.81884766],0.8183128052985043
會不會殺尾盤呀？,0,[ 4.97265625 -2.29296875 -1.16796875],0.9971553736160599
差不多回到開盤價，應該能衝吧,1,[-2.51367188  3.61523438 -2.86328125],0.9962986985088873
可以上車了,1,[-2.5859375  3.953125  -3.0234375],0.9976262979028407
騙子一個可憐 用PTT來出貨 可不可恥啊,0,[ 1.15917969 -0.43994141  0.71777344],0.541945078954926
樓上的人家好心分享就說人家出貨，那你做了甚麼,2,[-1.10253906 -1.24902344  2.54882812],0.9538576111362351
謝謝 空爆！,0,[ 5.25       -2.546875   -1.45410156],0.9983657840496871
空軍亮對帳單我就給推,2,[-1.07324219  0.43237305  0.65820312],0.5063593604704194
開盤到盤中直接殺了六元,0,[ 5.26171875 -2.4765625  -1.39355469],0.9982799276274805
空軍補了嗎?,1,[-0.26660156  1.40429688 -1.83300781],0.8147651016098479
70到90了 自己判斷還有沒有空間,2,[-1.34472656 -0.8203125   2.5234375 ],0.9467894687375015
去空創新高的股票，我真的不懂腦袋在想甚麼榮剛也是準備創新高了,1,[-1.68164062  2.44140625 -2.68359375],0.9783383062038714
創新高也可以拉回破底啊 為什麼不能空 成交量又不大很好操弄,1,[-2.19921875  2.12695312 -1.76269531],0.9674261929474922
請酸民們亮空單，否則就都只是嘴砲,2,[-1.97949219 -1.1796875   2.921875  ],0.9765785124845772
推分享 有病的多出門走走好嗎不過大盤這樣勝率真的會偏低,2,[-0.09680176 -1.45703125  2.57421875],0.9200193041622388
看好今年eps10up3月底開去年eps約6左右，今年如果年增30% 上看10沒大好的藉口可以壓住抗議聲增產頁岩油也不操作,1,[-2.40234375  2.3828125  -1.92285156],0.9786222498244418
