text,label,raw_outputs,probability
連續兩天沒力,0,[ 4.9765625  -2.39257812 -1.09375   ],0.9970677625157048
可憐 要被笑幾次 幫QQ,2,[-1.14648438 -0.89746094  1.66308594],0.8791260238399331
1樓臉腫不腫 笑死,2,[-2.55859375 -1.46191406  4.46875   ],0.9964685129177773
就算是凌志哥也該給個圖,2,[-2.015625   -1.61035156  3.95898438],0.9936846306473328
知道低點還存什麼股 講幹話 存股就是看好長期市場向存,1,[-2.98828125  2.6015625  -1.61035156],0.9817843750907828
回來看每篇台積停損文 感覺都只是賣在起跌或半路上..中了，哭哭,0,[ 4.7109375  -2.0625     -1.18554688],0.996122246655504
2垃圾立委 跌時都活該 漲了就靠北 你知不知道你們家立委買了多少張想害誰還好意思說查證勒 造謠誤導了那麼多民眾怎麼都沒查22波,2,[-1.40234375 -1.68261719  3.6875    ],0.98930309294668
249..爸爸 請問要加碼嗎,1,[-2.22851562  1.97558594 -1.640625  ],0.9598600468302052
剛加碼48.05,1,[-2.0234375  2.8515625 -2.6875   ],0.9885669231066677
參見富采王，祝你拉拔一下富采，解救富采兵,2,[-1.11816406 -0.82470703  1.75683594],0.8833350147872023
有點貴,2,[-2.40429688 -1.46484375  3.79101562],0.9927964407319034
?0一買一賣有跟自營談價錢嗎 不然公開市場買賣不就好好慘 留一半也虧不少吧,0,[ 1.36816406 -1.3828125   1.23144531],0.5165073250549801
讓我大開眼界,2,[-2.69921875 -1.20117188  4.3046875 ],0.9950533684018124
鬆哥救命啊QQ,0,[ 4.59375    -2.0859375  -1.38867188],0.9962353465065761
反觀,2,[-2.70703125 -1.4375      4.3203125 ],0.9959710007960921
真的直接被搶劫…,0,[ 4.390625   -2.05664062 -0.85449219],0.9931886590131765
出貨女骨神,0,[ 5.12109375 -2.43164062 -1.26855469],0.9978013249971431
2008後剛好出社會，什麼工作都22k，現在隨便找都一堆工作好嗎,2,[-1.76757812 -1.65136719  4.3984375 ],0.995561877278544
不玩了 還我錢,0,[ 4.90234375 -2.44726562 -0.97900391],0.9965778862520278
藍鳥虧到在廁所邊哭邊貼新聞了啦，還在假裝有賣掉，真有才,2,[-1.37792969 -1.50390625  2.95117188],0.975801303421001
XD,2,[-0.4230957   0.12359619  0.32324219],0.43608703596772974
果然反指標，空不下去，跟你同向超危險,2,[-1.37304688 -1.16699219  2.70703125],0.9636875213218794
自己人瞎吹一把 比多多還令人心驚膽跳,2,[-0.9296875  -0.81542969  2.38476562],0.928411862519517
結果全錯，好可憐,0,[ 0.33789062 -0.17089844  0.12414551],0.4151483700720401
你信？,2,[-2.61914062 -1.46191406  4.47265625],0.9965337955458833
不起訴你奈我何？台灣司法笑話再+1,2,[-2.33007812 -1.58105469  4.5703125 ],0.9968718572496433
罰真輕…,2,[-0.49658203 -1.61816406  2.34375   ],0.9281320173253549
推，酸民真多，我就有看內文,2,[-2.56445312 -1.50976562  4.47265625],0.9966101581322288
只有我賠錢 嗚嗚嗚,0,[ 4.9921875  -2.2734375  -1.20703125],0.9972772526887723
之前也買了一陣子，昨晚清空了，又快頂到壓力位了，上面說得好，QE還會擠兌出問題？這裡面一定很有趣,1,[ 0.42163086  0.68945312 -0.76660156],0.500450888030194
中國取代美國是when?  現在就是了 中國吹喇叭的能力早就稱霸,2,[-2.421875   -1.59277344  4.53125   ],0.9968645892429645
美元要變廢紙了,0,[ 4.9296875  -2.33398438 -0.99658203],0.9966423627694805
贏了,1,[-2.8046875   3.44335938 -2.12109375],0.9942671513939724
哈哈哈大陸搞政治，應該沒有彎彎來的厲害,2,[-2.34375    -1.65332031  4.52734375],0.99690322453983
你畫一畫線就能賺錢，怎麼不去當畫家？,2,[-2.359375   -1.49023438  4.4921875 ],0.9964322635314604
你有發現你的線怪怪的嗎,2,[-2.45507812 -1.50195312  4.0078125 ],0.9944239320749799
兩隻腳中間還有懶覺 現在只是懶覺,2,[-1.30761719 -1.53710938  3.15039062],0.9796285246657812
你以為的第二隻，其實還在第一隻,2,[-1.30175781 -1.13671875  2.6484375 ],0.9597331884126492
xc2v: 若是中俄聯手推石油人民幣計價 有搞頭嗎?≠=====>“若是”,2,[-2.44726562 -1.67089844  4.47265625],0.9968746144052201
普丁信賴人民幣的話我相信習不會不想用人民幣買俄油原po沒記錯，台股本來是波動較大，池水少，外資進出波動大，2008年 外資賣4000多億 大盤就跌50趴。2022年前五個月 外資賣8000多億 才跌10幾趴 為什麼人民幣要撼動美元還是很困難的但此舉看看能不能讓失智登長點腦,2,[ 0.97851562 -0.72265625  1.45996094],0.5778223343798785
人民幣XDDD,2,[-2.52734375 -1.875       4.03515625],0.9958928248982039
原Po的真愛,2,[-1.18457031 -1.68359375  3.38867188],0.983678187568615
澳洲煤價的一半，印尼爽到了,2,[-2.43945312 -0.91015625  2.77148438],0.9702726101263985
新興市場去美元化 就算做到一部分 也會導致美元體系缺一角 多元貨幣的時代更有利於新興市場翻身人民幣能買中國商品加俄國能源糧食礦產等 已囊括很多東西 足以推升人民幣在大眾內心的地位,2,[-2.09179688 -1.53125     3.890625  ],0.9931062903911125
正因為你可以控制匯率...別人才不敢用貨幣只是一張紙有數字我隨便畫個大便寫上100靠北快笑死  有料,2,[-2.37890625 -1.66699219  4.58203125],0.9971277262413235
我信你了，原來是橫盤整理,1,[-1.81640625  1.12402344  0.22961426],0.6841386082358727
格局很大哦,2,[-2.75195312 -1.30859375  4.19140625],0.9949735986303461
