text,label,raw_outputs,probability
==============108/01/07台股資訊重點整理，供股民做投資參考============= 台  股  9382.51  ▼109.91 (-1.16%) 1059.85億 台指01 9367      ▼76     (-0.80%)  168 796口 盤後01 9496      ▲126   (+1.36%)   54 002口 摩台指 348.1      ▲6.1  (+1.78%) 八大公股        +16.26億(連3買） 台指期未平倉口數 自營商 +4 693 投信 -32 609 外資  +29 651 台指選未平倉口數 自營商 -93 512 投信 -121 外資 +23 815 P/C Ratio 92.14%  (-6.07%) 最大未平倉量         Call 9600 Put 9000 最大未平倉變化量  Call 9600 Put 9250 -- 道瓊工業   23433.16 ▲746.94(+3.29%) 那斯達克    6738.86  ▲275.35(+4.26%) S&P            2537.94   ▲84.05 (+3.43%) 費城半導體  1143.96  ▲47.93 (+4.37%) 今明兩日美中貿易協商會議 有人知道川普劇本怎麼寫嗎..？ --,1,[-1.91015625  1.484375   -0.78759766],0.8797667930424908
2019上半年5g的最後煙火  另外推薦各位都去看國家破產之日,2,[ 0.85546875 -1.296875    1.44433594],0.6174944350374562
嘉偉老師苦口婆心勸憨空，中美兩岸一家親台股爆發，笑死,1,[-0.87011719  0.3503418   0.32226562],0.4410320339668643
跟著嘉偉老師一起背水一戰!!!,2,[-0.88574219 -1.63085938  3.6640625 ],0.9846529288619071
晴雯壓線得第一,1,[-1.1953125   0.72753906 -0.16088867],0.6420581119457907
推,2,[-2.74609375 -1.45410156  4.65625   ],0.997178391897375
日本飛天了,1,[-2.70898438  3.88476562 -2.76171875],0.9973396201294116
搶到了!,1,[-2.7890625   3.68359375 -2.44921875],0.9962981704686479
股板閒聊都覺得會開高走低，這樣通常會...大家懂der,0,[ 3.83203125 -2.00195312 -0.42285156],0.9831670514370341
推,2,[-2.74609375 -1.45410156  4.65625   ],0.997178391897375
推,2,[-2.74609375 -1.45410156  4.65625   ],0.997178391897375
大漲上看250點！！散戶快跟進,1,[-2.44726562  3.68164062 -2.921875  ],0.9964778923005175
雯晴早安，盤後可以送咖啡來公園慰勞地板空軍嗎,1,[-0.38183594  1.29394531 -1.56738281],0.8036294136524667
這盤不得了 會死人的,0,[ 2.015625   -0.01753235 -0.68310547],0.8345765815619183
專業空軍死貓跳才會進行加空   週五空軍要被殲滅了,1,[-0.40429688  1.19335938 -1.57910156],0.7905899212572844
支持雯晴！！,2,[-2.83007812 -1.04199219  3.86132812],0.9914109757258334
鍵盤空單快拿出來,1,[ 0.49804688  1.12207031 -1.55957031],0.6233500081019828
真的不得了,2,[-1.24121094 -1.53710938  3.26171875],0.9810501383273733
記住那些追空的ID,1,[-0.73095703  0.70019531 -0.52392578],0.652294737501323
今天是川普跪  還是包子跪,2,[-1.99414062 -1.86425781  4.05078125],0.994957138977448
嘎爆空軍惹,1,[-0.56347656  1.72363281 -2.22265625],0.8921514699882056
今美股估跌800點，不要不信邪,0,[ 3.97460938 -1.53613281 -1.01464844],0.9892627175892599
嘉偉老師早料到雯晴會做我老婆，天天玉米濃湯養胖20公斤,2,[-2.2265625  -0.85839844  2.95898438],0.9731582137007216
離3/1還有很多天 一定沒談出啥好事 僵持到最後是王道,2,[-0.47265625 -1.2890625   2.54296875],0.9339852202695854
我命休矣,0,[ 4.09375    -1.66796875 -1.06347656],0.9911752237284361
 盤前資料!!,2,[-2.44140625 -1.33691406  4.109375  ],0.994291497704704
現在是真多頭嗎?還是死貓跳?搞得我好混亂...,2,[0.3684082  0.10797119 1.20800781],0.5666549712869333
砍在地板 空在地板的舉手我看看,1,[-0.09197998  1.02929688 -1.28125   ],0.7017197031609861
推F大  要來筆記  呵呵,2,[-2.74609375 -1.46875     4.04296875],0.9948613589854292
逃命出貨點吧  這時後喊多?,0,[ 2.109375   -0.33032227 -0.33642578],0.8519019881816362
跟著beta大將軍、羅曼大，開高就是空，天天無腦空大賺錢,1,[ 0.57128906  1.07128906 -1.54882812],0.5954773525605085
2019嘉偉老師頗有當年鉅鹿之戰項羽之勢 破釜沉舟大獲全勝,2,[-0.71289062 -0.83105469  2.21875   ],0.908531187360389
雯晴推,2,[-2.58984375 -1.41992188  4.5546875 ],0.9966794000008704
今天要噴200……,1,[-2.21875     3.234375   -2.71484375],0.993156381029409
3630最後上車機會,1,[-2.55664062  3.88867188 -3.02148438],0.9974211176629484
我的媽呀，台股大開嘎,1,[-2.44921875  2.40820312 -1.58105469],0.9743892115878895
99 4147 1723 2618 6446 4162,0,[ 5.25      -2.46875   -1.4296875],0.9983023008427572
玉山男孩幻想推文又來了,2,[-2.31445312 -0.91601562  3.11328125],0.9783014026207633
..,2,[-2.82421875 -1.56933594  4.5       ],0.9970367240200053
晴雯早安,2,[-2.46289062 -1.5703125   4.484375  ],0.9967028120115422
早，雯晴,2,[-2.15234375 -1.60644531  4.3828125 ],0.9960585711919746
折折一喊空，沒折了。先John -.-,0,[ 1.92675781  0.3918457  -1.02636719],0.7888606388913727
對比上禮拜5的氣氛，再次驗證哪邊唱秋打哪邊,2,[-2.2109375  -1.54199219  4.2421875 ],0.9953701123356159
不做多就沒辦法幫主力出貨了呀無腦多大獲全勝！！（是主力大獲全勝）,1,[-0.73925781  2.22460938 -2.734375  ],0.9446091003650126
主力急，在線等,0,[ 1.3046875   0.63769531 -1.47851562],0.6348843048394157
多軍必勝！集氣救套牢,0,[ 4.65625    -1.85546875 -1.50683594],0.9964211852834056
相信vivi，加入空軍開啟通靈人生,1,[-0.34887695  1.04296875 -1.29101562],0.7432043999203946
笑死,2,[-2.55078125 -1.45800781  4.41796875],0.996267105932299
開高就是空 我阿罵都會,1,[ 0.08752441  0.92138672 -1.22363281],0.6445649098096015
略懂略懂,2,[-2.6953125  -1.47070312  4.4765625 ],0.9966305344651398
今天要漲的拜託我的也一起QQQQQQQQ,1,[-2.1640625   2.54101562 -2.32421875],0.9835170139593892
請空5264，謝謝空軍,1,[-0.18395996  1.51367188 -1.89941406],0.8223305128755037
這樣就可以問阿公私房錢藏哪了,2,[-2.06445312 -1.52539062  3.8828125 ],0.9929572934816719
早 剛粗完早餐在看新聞! (=￣ω￣=)b,2,[-1.24511719 -1.58007812  3.10546875],0.9783520635200539
\雯晴早安/,2,[-2.20117188 -1.50976562  4.3515625 ],0.9957445166751309
  嘉偉老師躺著又舒服大勝,2,[-2.6328125  -0.55810547  2.79492188],0.962120044768551
空軍表示:斷氣QQ,1,[ 0.24938965  1.41992188 -1.91992188],0.7431384384539894
拜託別開太高，我要上車QQ,1,[-2.40234375  3.53320312 -2.8984375 ],0.9957644322237738
阿公的私房錢都花在阿公店=.=,2,[ 0.46459961 -1.67871094  1.95019531],0.7981402342485596
看美股做台股的空軍表示：小道要下來了，免驚，開高就是空,1,[-3.83377075e-04  1.17480469e+00 -1.45312500e+00],0.7241188610165094
漲翻天啦，買喔,1,[-2.6328125   3.921875   -2.95703125],0.9975533041914422
正直善良都回來了,2,[-1.97070312 -1.11132812  2.89257812],0.9746880081276257
噴起來 全部給我噴起來,1,[-2.5234375   3.94140625 -3.05078125],0.997529848256387
唉  折折一喊空，馬上先噴一根=.=,1,[-1.93359375  3.14648438 -2.94335938],0.9915862065850907
我決定這波上來賣光光  滿手現金過春節 等著台股崩,0,[ 5.17578125 -2.41601562 -1.35058594],0.9980349795410096
多軍大團結  加油~,1,[-2.12890625  1.10546875 -0.20178223],0.7633892959764391
GOGOGO,2,[-0.4230957   0.12359619  0.32324219],0.43608703596772974
開太高了 冏,1,[-2.53320312  2.78515625 -1.81054688],0.9852256471889027
99C9的VIX...,2,[-0.42919922 -0.54589844  1.19824219],0.7292740359880172
衝阿,1,[-2.62304688  3.96484375 -2.97460938],0.9976597489693751
買一點9500PUT壓壓驚,1,[-2.03515625  2.46679688 -2.28125   ],0.9806268054631998
無腦多，隨便買隨便賺。,1,[-2.61914062  3.8203125  -2.9140625 ],0.9972211453054888
空軍悲憤~~~,1,[-0.40673828  1.70019531 -2.13671875],0.8747602790554035
開高空才有錢請大家喝多多,1,[-1.88378906  1.53515625 -1.06542969],0.9033611147049395
最近開太高 衝進去 好像容易被套 還是小心點好了@@,0,[ 2.55664062  0.08074951 -1.57128906],0.9089221513297835
開高就是空，小學生都會學放空了，一堆傻多,0,[ 2.859375   -0.3269043  -1.16796875],0.9441560490321881
一堆多的時候做空就對惹,0,[ 0.90673828 -0.20898438  0.80175781],0.44882890405976233
開這麼高等下開盤平盤.......,1,[-0.83642578  0.43237305 -0.26489258],0.5620774767092082
上禮拜聽嘉偉老師的話把剩下資金都去買落水狗蘋蓋股了,0,[ 1.93261719 -0.69482422  0.14245605],0.8069745929996359
有雯晴 推,2,[-2.61523438 -1.453125    4.5859375 ],0.996880259154148
空軍要睡公園了，好冷，995,0,[ 1.94238281  1.20996094 -2.39257812],0.6694131954601403
十年股版經驗告訴你 閒聊哪邊大聲 跟它們對做勝率超過87%,2,[-2.50390625 -1.45703125  4.5390625 ],0.9966492819008606
恥骨快開到漲停了,1,[-2.36132812  3.61914062 -2.84960938],0.9959377644068448
一下子開太高  等等會怎樣就難說了,2,[-2.30078125 -0.69677734  2.65234375],0.9595303570153715
羅曼大、beta大將軍天天都勸放空，還有傻多在送錢?????,1,[-0.82617188  0.52441406  0.22033691],0.5007781214689567
羅曼大臉有夠腫...,0,[ 1.51953125 -2.41015625  1.31152344],0.5458960750745733
感覺會被尬爆了嗚嗚 好怕,2,[-0.37866211 -1.67382812  2.61132812],0.9397971602588052
死貓跳,0,[ 5.234375   -2.53125    -1.49511719],0.9983834133764451
開高走低,0,[ 5.2578125  -2.59375    -1.40722656],0.9983389135109114
今明兩日美中貿易協商會議(看多的人也真的心臟很大顆,2,[-1.92480469 -0.859375    2.41992188],0.9518100665761291
為啥htc被搓跌停啊XDD,0,[ 4.         -1.49707031 -1.06152344],0.9896730959837502
有種今天噴超過300,1,[-2.70507812  3.92773438 -2.81835938],0.9975142765602789
上禮拜不是多軍聲音比較大嗎XD,2,[-1.12695312 -0.13220215  1.08496094],0.7114603152512928
Tc磋綠燈,0,[ 1.2890625  -1.1796875   1.19726562],0.5007558669683755
噗，紅茶,2,[-2.29882812 -1.18847656  3.125     ],0.9825140409201305
不要亂嗆，等下真的300，我們要靜靜的等待,1,[-1.50292969  1.61621094 -1.74609375],0.9269125475165856
小道好像差不多到壓力點了?,2,[ 0.17224121 -0.31738281  1.53613281],0.7080401696211259
紅茶又調皮了,2,[-2.34179688 -0.62353516  2.42382812],0.946968329938621
嘎爆傻空!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0,[ 3.15039062 -0.51464844 -1.45898438],0.9656599620655887
上週五接近正價差 今天這根很甜,1,[-2.50390625  3.50195312 -2.79492188],0.995712141990302
先漲個三天吧！,1,[-2.65429688  3.66015625 -2.79101562],0.9966228176208675
還是那句老話 今天有上來快逃啊,0,[ 2.83398438 -0.93115234 -0.51953125],0.9450673263494863
完了 多軍講話超大聲! (=￣ω￣=),1,[ 0.49121094  0.59863281 -0.71435547],0.46143304557335724
快逃啊！,0,[ 5.30078125 -2.5390625  -1.56152344],0.9985618414253074
送分題，拉回就買就對惹,1,[-2.5546875   3.29296875 -2.60742188],0.9944064322265184
紅茶XD?,2,[-1.2421875  -1.50683594  2.89453125],0.9725396144651866
漲第一天大家會怕，第二天感覺好像可以試試看，第三,1,[-1.44824219  1.96582031 -2.234375  ],0.9542896306449462
如果我低買又變更低的股票變成高就會賣了 :),0,[ 3.02734375 -1.66699219  0.03823853],0.9438597930797785
多軍聲音好薄弱...上禮拜都停筍了嗎,0,[ 4.75      -2.0390625 -1.2734375],0.9964651833812216
上禮拜多軍比較大聲，追空軍：.......,1,[-0.30566406  1.12402344 -1.50976562],0.7626662153089175
天忍不住上車，第四天崩崩，大概是這個節奏...,0,[ 1.50878906  1.25       -2.12109375],0.5560173160157557
只能說 聽老師的都是套爽爽  死好,0,[ 4.14453125 -2.26953125 -0.23413086],0.9860177919154709
空軍id出來出來壯膽RRR,1,[ 0.06848145  1.25097656 -1.71972656],0.7364962049755573
還有空軍嗎,1,[-0.88671875  1.69824219 -2.08398438],0.9106050328205334
挺，叫我？,2,[-2.40625    -1.42871094  4.2109375 ],0.9951325042224173
空軍要睡河邊了,1,[-0.37744141  1.65527344 -2.12109375],0.8666373381165983
哈哈  一堆電子股試搓的漲幅開始在收斂了 不怕死的買,1,[-2.6171875   3.06640625 -2.48632812],0.9927744338088699
真的不要去追 先等一下,1,[-0.15124512  0.65771484 -0.78808594],0.5949270518811305
我這個空軍當的好沒力,1,[-0.4074707   1.24121094 -1.66796875],0.80203800956348
啾啾..................*斷氣,0,[ 4.26171875 -2.1875     -0.60351562],0.9907937639276083
大台空單均價 9553.XX 我好慌 好害怕,0,[ 1.99511719  0.609375   -1.44726562],0.7799542682656142
雜牌空軍等開盤跟我衝啊,1,[-1.96386719  2.9609375  -2.69335938],0.9893481046904393
各位股神早安  今天空哪支 ？,0,[ 1.76269531 -0.29980469  0.02526855],0.7673958833734554
空軍 等我補完單再追好嗎,1,[-0.52197266  1.33105469 -1.671875  ],0.8289102018867825
空軍塊陶,1,[ 0.73583984  1.79785156 -2.08203125],0.7318432696652794
開高就是...。送分送錢,2,[-1.90332031  0.43774414  0.78466797],0.5634193867489609
99 2449QQ,0,[ 5.33984375 -2.5703125  -1.57128906],0.9986382315453199
散熱噴噴,1,[-2.5859375   3.97460938 -2.99804688],0.9976532483236187
台指期要晚點 目前還在分析主力方向 (^(00)^),2,[-2.01953125 -1.05371094  2.95703125],0.9755929333936354
坐等訂閱羅曼大盤中圖,2,[-2.38476562  0.41040039  1.640625  ],0.7633101942140782
空軍開盤補順勢把盤拉高，反手作多順勢幫主力出貨,0,[ 1.67382812  0.98291016 -1.48046875],0.6477589118662632
