text,label,raw_outputs,probability
乾爹好！！,2,[-2.64648438 -1.6015625   4.4765625 ],0.9969107954578692
感謝長榮王～,1,[-1.91992188  1.63476562 -1.5078125 ],0.9330432653523262
常的，如果說避險，我覺得太多了，這兩天GG大漲，空單加了好幾千口，要把期貨空單獲利了結，覺得會,1,[-0.85839844  1.23046875 -1.44726562],0.8385420784718983
空軍答案：大爆崩跌回500元,1,[ 1.14355469  1.52441406 -1.796875  ],0.5816049204369556
億就可以跟著布了,2,[-1.72753906 -0.36303711  2.125     ],0.9055521397586997
test520 菲神都賺到飛火星了吧,1,[-2.640625    3.84179688 -2.83984375],0.9972239082621774
溪哥唯一,2,[-1.09765625 -1.68945312  3.30664062],0.9813648458053205
推鬆哥跟fj 超感謝～,2,[-2.8671875  -1.17382812  3.96875   ],0.9931304502898628
長榮王,0,[ 2.27929688 -1.02148438 -0.18469238],0.8913059748086071
今天盤中超洗，後來還是忍住了..,0,[ 2.57226562 -0.05725098 -1.31738281],0.9152766411910073
富采頭痛,0,[ 4.09375    -2.16601562 -0.35229492],0.9865469117267027
比較擔心玻璃報價一直跌...,0,[ 5.01953125 -2.3515625  -1.20605469],0.9973994365312374
準備加碼 降一下成本,1,[-0.83007812  1.6328125  -2.13867188],0.9023591312083576
台灣餐飲要本夢比疫後去北美就對了 根本沒有對手美國台菜/中菜餐飲業正規軍太少了已進場等發車,2,[-1.62792969 -0.3737793   2.32617188],0.9204842586585994
10塊！？你也不會買啦，講幹話,2,[-1.22363281 -1.66503906  3.55273438],0.9863431540170438
以前陳建宏超推這支 XD,2,[-1.95117188 -1.58398438  3.20507812],0.9861120656309714
還有人在幻想泡沫會破。大賣空電影就是全地球最大的誘空騙局。竟然有人被誘空到現在還沒醒。真的笑死,1,[ 0.33056641  0.73925781 -0.99658203],0.5432505145908095
朝聖,2,[-2.45703125 -1.52929688  4.51953125],0.9967166823174721
笑翻,2,[-2.35742188 -1.484375    4.375     ],0.9959716237354407
有單給推 恭喜砍在山谷 ~,0,[ 2.60546875 -0.97412109  0.11419678],0.9003398444752422
兩者看線圖大概就有底要買哪隻了,2,[-2.31054688 -0.3059082   1.87109375],0.8860108327208525
記者真的很無聊 整天在那邊盤別人財產幹嘛還沒破線，續抱,1,[-3.06640625  1.90039062  0.17578125],0.8437336957078065
12月每年幾乎營收都比11月差，微星也差不多是這樣真的是信仰，害我都想壓身家了,0,[ 1.87792969  0.22595215 -1.25585938],0.8095704445753849
人類的英雄,2,[-2.39453125 -1.63085938  4.671875  ],0.997322603077471
他應該是想 讓那些被嘎到火星的人有個家 真佛心來的,2,[-1.95996094 -1.17773438  3.37695312],0.9849029352001031
先蹲再跳10.6時拉不過 蹲點9.1 投信連賣，換批人建倉50萬張 小調重蹲13.05，測低不過低，準備再拉,1,[-0.77148438  2.18554688 -2.625     ],0.9432926526889743
14.5梯報到...有點冷,0,[ 4.3046875  -2.07421875 -0.54785156],0.9905839997941301
如果只有賣車不會有這個價值 它的價值在別處形象好一點有可能打爆其他兩家,2,[-2.20507812 -1.57617188  4.20703125],0.9953017815703284
連巷口的超商都懶得走去人類會滅亡吧,0,[ 2.84765625 -1.8671875   0.14538574],0.9293556256479888
買特斯拉不如買BTBT，2020年報酬率5382％,1,[-2.22851562  1.9609375  -1.50878906],0.9557669975952571
ark去年年底跌就該買了,1,[-0.30517578  1.78320312 -2.14257812],0.8744205123953398
國泰比想像中的後面,2,[ 0.453125   -1.14257812  1.98828125],0.7942166589908028
低調收,1,[-2.7265625   3.15429688 -1.88671875],0.9908253915557377
低調收+1,1,[-3.31640625  1.6640625   0.77929688],0.7043832155048543
低調收,1,[-2.7265625   3.15429688 -1.88671875],0.9908253915557377
已經收滿滿 等各位來加油,1,[-2.11328125  1.58007812 -0.93554688],0.9044039252419056
沒有直達台北轉運站 從來沒坐過他的客運,2,[-0.99804688 -1.52734375  2.8359375 ],0.9667815636003783
謝謝分享,2,[-3.03320312 -1.12988281  4.0625    ],0.9936531364810884
散裝哪裡旺阿 去年年底漲爆真的是一堆散裝貨櫃分不我研究生 本金20000抱著台積電和0050 從11月開始買每天收盤看一下而已看著看著又有心情查閱文獻了 給你參考其他人玩什麼航海王都不重要啦趁著還能利用學校資源多上點課別把時間浪費在股市上,1,[-2.25976562  2.08203125 -1.61425781],0.963550272418067
