text,label,raw_outputs,probability
直接跟你們講答案好了 12月換3月 最後2星期都會...秘密,2,[-1.75097656 -1.28222656  3.53710938],0.9870464314905898
明天可能大漲300點嗎？好倒貨給散戶原來今天重播表示：,1,[-1.28710938  1.77246094 -1.92089844],0.9330132856967868
油油生氣了,2,[-2.06054688 -0.9140625   2.6328125 ],0.963418590547958
+～來，折折去的，都沒其他分析師的料?,2,[-2.34960938 -1.60058594  4.515625  ],0.9967602901139482
油   不是那麼簡單的...,2,[-2.65234375 -1.33886719  4.16796875],0.9948760801661332
原油瘋瘋的,1,[-2.59765625  2.71875    -1.30957031],0.9777899137076402
費半又黑了，明天台股向下,0,[ 5.2578125  -2.6171875  -1.40429688],0.9983441705602365
內資...是會不會？一直說要獨撐台股，結果今天誰烙跑,0,[ 2.75195312 -0.76367188 -0.58642578],0.938769979181483
砸牌空軍又要起飛了,1,[-2.078125    3.29296875 -2.82617188],0.9931972052819746
跟我玩葡萄遊戲，又要賠得滿手了，呵呵^_^月選葡萄買起來，獲利自然來~,1,[-1.84667969  1.75488281 -1.59472656],0.9412835562577406
費半怎麼突然跳水了?,0,[ 5.2109375  -2.54101562 -1.34375   ],0.9981500987905959
嘎,1,[-0.01267242  1.11230469 -1.65527344],0.720734306184067
朋友：為什麼原油真的跌倒46多，因為我們股版法人專門修理川普^_^,2,[-0.08093262 -0.75097656  1.94433594],0.8336948244795221
費半是郭晶晶？,2,[-1.82714844 -1.67089844  4.1171875 ],0.9943476477090131
費半準備破底,1,[-1.81933594  2.9921875  -2.83789062],0.9890479712967227
賣油撐撐結算臭了嗎？結果反而輸嘎脫庫蘭^^,0,[ 2.81054688 -0.75146484 -0.73291016],0.9458099408979905
葡萄遊戲是啥 很像很好玩,2,[-2.57226562 -1.41894531  4.265625  ],0.9955495391022888
就是餵對方吃筍的遊戲，很好玩呦最後看誰褲子不見，是個大人的遊戲,2,[-1.5859375  -1.44140625  3.47070312],0.9864619288205729
剛賺了兩趟 來去睡了,1,[ 0.08898926  0.62548828 -1.33007812],0.579281532930418
Pei 你昨天沒停損吧，現在應該賺了，記得崩下來你接滿手,1,[-0.60351562  2.27539062 -2.87890625],0.9416455361876355
我的字典沒有停損的，原油跌到-100才會停損，喔耶~,0,[ 0.56640625  0.515625   -0.69238281],0.44753055777122075
明天完了,0,[ 5.1484375  -2.421875   -1.49023438],0.9981790263816345
上一個我聽到字典沒停損的人，後來被市場抬出去種了XD老巴號稱越跌越買也是會停損的~,0,[ 1.48925781 -0.65820312  0.70556641],0.6355270035391769
這是一個比玩資金多的遊戲，計算好原油淨值和資金比例關係，有的是時間來耗^_^,2,[-2.41015625 -1.48242188  4.4296875 ],0.9962374676018918
依照這樣漲勢所以沒升息囉？,2,[-1.5390625   0.30224609  0.36914062],0.4799292281427963
