text,label,raw_outputs,probability
台  股 10986.79  ▲ 146.74  (1.35%) 1296.77億 台指04 10989     ▲ 149     (1.37%) 131 429口 櫃買指 153.97    ▲ 1.68    (1.10%) 383.55億 台指期 自營商   -338 投信  +849 外資  -1883 台指選 自營商 +22691 投信  -112 外資 -11268 強勢類股 電子零組件、半導體、汽車、機電、玻璃陶瓷、電器電纜、造紙、化學、 其他電子、電機機械、水泥、其他類 弱勢類股 光電、橡膠 上漲家數 636 下跌家數 182 漲停家數(+10%)  23 跌停家數(-10%)  1 成交量排行 旺宏、大亞、聯電、新光金、友達 成交值排行 台積電、旺宏、聯發科、國巨、玉晶光 --,1,[ 0.80322266  1.03417969 -1.52441406],0.5344201017014827
Q_Q,2,[-0.42089844 -0.30419922  0.81103516],0.6174492206588527
開始了,1,[-1.56738281  1.52148438 -0.84423828],0.8776279775013821
真準時開,1,[-2.23632812  1.19628906 -0.56591797],0.8305869539381379
收最高，明天要拜拜,1,[-2.51953125  3.11523438 -2.46484375],0.9927097529992269
難道今天只有我賠錢嗎？,0,[ 4.1015625  -1.54394531 -0.99902344],0.9904652575109801
995QQ,2,[-0.4230957   0.12359619  0.32324219],0.43608703596772974
沒買在36/59以上 別說自己技術好？,2,[-2.5078125  -0.79443359  2.27734375],0.9481445159899903
旺宏QQ,0,[ 1.13867188  0.23510742 -0.94433594],0.6537323323009476
難道今天只有我賠錢,0,[ 4.58984375 -1.86621094 -1.19726562],0.9953835940838328
今天又賠錢,0,[ 5.17578125 -2.44140625 -1.41992188],0.9981452969480432
難道只有我每天等開獎等到賠錢嗎？,2,[-1.05761719 -1.01367188  2.42773438],0.9410324508500711
昨天漲停比較多?,1,[-2.71484375  3.49414062 -2.54492188],0.9956241603250887
36/59是指光頭嗎,2,[-1.98242188 -1.65429688  4.39453125],0.9959555019862582
好啦好啦 明天繼續加空賺回來吧~ 每天都有糕點空多幸福,0,[ 2.15039062  0.34814453 -1.16503906],0.832468628941423
歡迎喊三四五六月大崩崩秀下限,0,[ 5.2734375  -2.4765625  -1.41113281],0.998322026018514
還沒人出來笑死人,2,[-1.93164062 -1.33984375  3.7421875 ],0.9904501006352132
