text,label,raw_outputs,probability
朝聖,2,[-2.45703125 -1.52929688  4.51953125],0.9967166823174721
目前看來市場認為學貸延長的影響非常巨大,2,[-2.4375     -1.26367188  4.11328125],0.9939855114038739
過了一個多月，還是一直往下,0,[ 5.2421875  -2.64648438 -1.35351562],0.9982618332909448
在那邊叫什麼！,2,[-2.60351562 -1.43457031  4.390625  ],0.9961454468735519
推高手,2,[-2.8359375  -1.44921875  4.49609375],0.9967383458261931
真的高手,2,[-2.70898438 -1.46191406  4.41796875],0.9964146255574029
強,1,[-2.73828125  3.77539062 -2.56445312],0.9967629106142549
歷害,0,[ 2.42382812 -2.32617188  0.87109375],0.8194571269421121
推，分批還沒買好，今天發生什麼事..,1,[-2.47851562  2.3671875  -1.75878906],0.9765531492068619
推高手,2,[-2.8359375  -1.44921875  4.49609375],0.9967383458261931
-1嘎起來了  哥  最近幾天放空要被嘎不容易耶,1,[-1.26464844  2.08398438 -2.46289062],0.9562673756842645
最進放空被嘎 要輸錢真的還不容易,1,[-0.5         1.19824219 -1.56738281],0.8026057839717435
原Po發文到現在，股價來到288，確診增加九千多。,1,[-1.56152344  1.34375    -1.29785156],0.8881145368738046
哥沒事 凹到底回應喔嘿嘿,0,[ 2.0859375  -0.44604492 -0.02868652],0.8332084129664171
了馬上國家隊區域找麻煩,2,[-2.48242188 -1.6171875   4.4921875 ],0.9968526662339987
日經好慘,0,[ 5.30078125 -2.60742188 -1.43554688],0.9984477009822808
買到一筆，唉！繼續攤平。,0,[ 3.28710938 -0.71484375 -1.31542969],0.972472940788362
這崩法是這禮拜就想殺到萬五了嗎,0,[ 5.12890625 -2.265625   -1.4765625 ],0.9980363101279358
惠光帶起農肥小弟：台肥 東鹼 興農♥♥♥,1,[-2.47265625  2.46875    -2.046875  ],0.9822398156313018
唐唐紅了,1,[-2.6796875   3.80859375 -2.52734375],0.9967181603828359
30年不夠就50年 50年不夠就80 遲早會回來,1,[-1.79394531  0.73046875 -0.1607666 ],0.6710265509860052
肉鬆真的天天大特價 2385也回檔 這兩隻比價中,1,[-0.70605469  1.20605469 -1.61230469],0.8281764355332492
肥料沖起來！！,1,[-2.65820312  3.91796875 -2.87304688],0.9974893202335063
次！！,2,[-2.19140625 -1.45996094  4.296875  ],0.9953395624147263
還說前景會更好,1,[-2.83203125  2.1875     -1.22949219],0.9620762998972261
事,2,[-2.015625   -1.66699219  4.36328125],0.9959149418222303
不順的自卑感造成性格扭曲，導致在網路上常出現偏激發言,2,[-2.30078125 -1.63769531  4.77734375],0.9975260267982714
難過了,0,[ 2.24414062 -0.80957031  0.09716797],0.8590911528448225
量賣...,0,[ 4.2109375  -2.13671875 -0.55566406],0.9898441053399123
原來總武線沒有上榜! 以前工作怎覺得常碰到,2,[-2.30273438 -1.6328125   4.58203125],0.996986324985501
才40萬 在怕什麼 你投資的初衷？,2,[-2.5546875  -1.37402344  4.34375   ],0.9957219970942599
只會有實驗，最後會不了了之，新聞就是用來炒股價竟然有做事了? 還是同業眼紅用關係在弄?這種是真的很討厭就是了 google自己技術也有問題很多內容農場搜尋結果排名都靠前 真的很無恥 那些內容明明都抄來的 真的最原始內容常常在3 4頁之後 那以後誰還要創造內容 花了半天寫得 被農場抄去頂到第拉成功上 拉失敗下 拉失敗下 拉成功上 成敗就看最後力道 買股票用生活費... 你想錢想瘋了吧,2,[-1.93847656 -1.59277344  4.15625   ],0.9945888230594228
留下來洗碗啊XDDDDD,0,[ 4.921875   -2.31445312 -1.04589844],0.9967308370657508
去打工存錢啦，買啥股票,2,[-2.25976562 -0.30322266  1.75292969],0.8725775832236585
不愛金融股 漲沒漲多少  跌一定超跌,0,[ 3.46289062 -1.10546875 -1.1953125 ],0.9805282244415802
為什麼要選困難模式?,2,[-2.609375   -1.62695312  4.5546875 ],0.9971671100482701
吃筍子了 哭啊,0,[ 5.24609375 -2.54296875 -1.39746094],0.9982863112989352
氣死人 去年11月你就問過了  之後一堆股都有高點L大小弟跟定你了,1,[-2.90234375  2.77929688 -1.88574219],0.9873356012963869
高級反串,2,[-2.40234375 -1.72949219  4.23046875],0.9961186554396432
很多人被我得貼文打臉打到躲起來了 笑死,2,[-1.95410156 -1.64160156  4.1875    ],0.9949336060750157
推文越多空代表的意思是空手的比例有多高越多人空手，賣壓就會越小但是現在空手的人我看還不夠多,0,[1.12597656 0.04974365 0.55175781],0.5252040489100952
兄day 錢不只是個數字呀,2,[-2.00390625 -1.38476562  3.53320312],0.9888733301445684
你的問題是策略由賺轉賠時沒有意識到環境的改變來看看利多新聞就多？,2,[-2.58789062  0.22509766  1.57421875],0.7842873493747053
紫微斗數呢,2,[-2.30078125 -1.72753906  4.25390625],0.9960669285257281
能寫出這整篇也是很不容易,2,[-2.41601562 -1.38085938  4.265625  ],0.9952391499088873
一「味」,2,[-2.37890625 -1.42578125  4.34375   ],0.9956940634289436
重罰10萬出報告的跟買賣的不同部門 喊多做空不是第一天了被發現了,2,[-2.22851562 -1.56347656  4.3203125 ],0.995801691907925
看GG多快GG囉,1,[-1.30175781  1.96679688 -2.4609375 ],0.9523783111227689
連開外掛機會都沒了，這樣玩起來比較公平,2,[-0.78076172 -1.921875    3.7890625 ],0.9865149824287622
大盤要跌四成很難 超級難如果大家都知道要腰斬了還不趕快跑,0,[ 5.0546875  -2.1875     -1.49707031],0.9978612358295145
這種新聞 通常是相反..........,2,[-2.671875   -1.55078125  4.5       ],0.9968858261260092
他可能有接受藥廠的DNA密藥來延壽吧,2,[-1.9453125  -1.56933594  3.99414062],0.9935726890045696
喇叭啦，那他之前買暴雪是有在玩遊戲膩,2,[-1.44921875 -1.28320312  2.9453125 ],0.9737869472784507
可樂漲到35元 我喝不起,1,[-2.07226562  1.84375    -1.33984375],0.9421902391763146
散戶就零股買，體驗本多終勝,1,[-1.84570312  1.48828125 -1.24414062],0.9085026094917209
避免追高殺低…寶齡不是追高那什是追高=_=,2,[-1.60058594 -0.61425781  1.6796875 ],0.8783597444193139
99聯電,0,[ 5.33203125 -2.58398438 -1.66308594],0.9987204408209293
啥時封華爾街大亨了？自封？,2,[-2.42382812 -1.59863281  4.53515625],0.9968912838977902
顆顆 九菜一堆 香啊,0,[ 2.81054688 -1.59082031  0.39526367],0.9077683736377841
賺爛,1,[-2.65429688  3.91796875 -2.84765625],0.9974551409561492
造謠？,2,[-2.44726562 -1.48730469  4.39453125],0.9961569845281569
美國用要的，中國用關的,2,[-2.70507812 -1.68164062  4.40625   ],0.9969234907888589
這新聞有點假....CATL也要去美設廠 有被要求嗎?,2,[-2.46679688 -1.67675781  4.53125   ],0.997081632837937
大樹 噴,1,[-2.59765625  3.96875    -2.9921875 ],0.9976504818380025
公司要快篩，公司都有提供，何必去買咧？,2,[-2.12695312 -1.52246094  3.73046875],0.9919741638677163
4167燈 舒服,1,[-2.5         3.4921875  -2.75976562],0.995594612644761
6844諾貝兒還沒跟上漲幅 要上車的快 丁丁藥局被低估了 今年發7元 屌打大樹,1,[-2.15820312  2.43554688 -2.24023438],0.9809373475409399
看了你的題目我也跟你一樣覺得很怪又不知道怪在哪裡    ，但我用最笨的方法來看，假設兩個市值為100*25+100*100=12500，分割後100*25+200*50=12500另12500=62.5，期末100*30+200*45=12000，=x  x=60 就沒錯了不知道這樣有沒有幫到你，不然就期待可以有神人出overbooking,2,[-0.05465698 -0.93701172  2.23242188],0.8744391864138478
笑死人投信今年績效比一堆散戶還廢這種績效還敢收經理費,2,[-1.10839844 -1.9453125   4.0546875 ],0.9918639772006623
財富密碼:可以放空投信認養股了(ex:智原.南電),1,[ 0.36669922  0.52294922 -0.28540039],0.43460532953567
大哥是對的,2,[-2.95117188 -1.296875    4.30078125],0.9956040800027935
訊號來了,2,[-2.70507812 -1.35351562  4.1171875 ],0.9947303933913972
我知道妳還有錢阿~~,2,[-1.63867188 -1.32910156  3.296875  ],0.9833029112798273
笑鼠人,2,[-1.73828125 -1.62988281  3.7578125 ],0.9913993469595924
越要叫人買越不買,1,[-1.62597656  2.00585938 -2.08984375],0.958670206615558
看留言好舒壓XD,2,[-1.24804688  0.29199219  0.56982422],0.5208889245535735
90軍用夠用了,2,[-1.7109375   0.09558105  0.74316406],0.6214076979351102
中國：好像有點耳熟？俄國：我大你彎彎三十倍，怕了吧,2,[-1.29492188 -1.390625    3.015625  ],0.9750132848698334
直接跟中國買還比較快,1,[-1.92773438  0.99951172  0.17541504],0.6701625341701176
武器用的,2,[-2.7734375  -1.67773438  4.48828125],0.997206340898391
俄羅斯爛透被看破手腳哈哈哈哈哈其實俄羅斯被烏克蘭拖成這鬼樣，中國應該看得蠻爽的,2,[-1.77441406 -1.8671875   4.1171875 ],0.9947473998901991
欠日本錢不是更多嗎？,2,[-2.1015625  -1.52148438  4.1171875 ],0.994481301520315
中：要死快死 我等買你資產,2,[ 0.95654297 -0.99804688  1.02832031],0.4848363519370661
中國政府幹嘛救，這樣就可以佔領土地港口,2,[-1.328125   -1.82617188  3.93164062],0.9917146852389609
借錢借到讓人雨天收傘...,2,[-1.01953125 -0.95068359  2.828125  ],0.9576896834685329
賣一些土地給台灣就有錢了,2,[-2.05664062 -1.42382812  3.33789062],0.9870769433122113
畫出租界聽起來不錯,2,[-2.60546875 -0.60839844  2.45117188],0.9494198843943322
派代表團來台灣就有錢了，兩邊搶著給,2,[-2.37109375 -1.05957031  3.14453125],0.9813950951133056
一帶一路很香的,0,[ 3.91601562 -2.1015625  -0.19006348],0.9814430754147702
蘭卡房地產可以買了嗎？？,2,[-2.50585938 -1.38769531  3.72070312],0.9920418488499703
反觀,2,[-2.70703125 -1.4375      4.3203125 ],0.9959710007960921
棉花應該崩吧......,0,[ 5.3046875  -2.59179688 -1.5       ],0.998521573208456
棉花都在挑戰十年新高了說崩的在講笑話嗎年興 南紡這種有庫存的可能有機會噴噴,1,[-2.66601562  3.30859375 -2.75976562],0.9951660177444204
原物料….,2,[-2.8046875  -1.61328125  4.2734375 ],0.9963936292790636
銀膠菊不是有毒嗎？到國外就沒事？,2,[-1.24804688 -1.45703125  3.734375  ],0.9877307920635594
喝高粱，救美西。,0,[ 5.1171875  -2.49804688 -1.24707031],0.9977899907637037
其實國外也很常停電停水 台灣就一堆人是井蛙把停電停水當作是甚麼大事一樣,2,[-1.16503906 -1.54492188  3.4921875 ],0.9842662654999002
真 雞蛋股,0,[ 2.39257812 -1.14160156  0.38598633],0.8593805856303832
雞肉缺貨很久,0,[ 2.02734375 -0.64306641  0.14685059],0.8185056269485453
股票跌到沒食慾了,0,[ 4.56640625 -1.80859375 -1.3515625 ],0.9956249453853386
哪裡買得到快篩?,2,[-2.453125   -0.91015625  3.47070312],0.9850377301830673
可是寶齡有某人加持...,2,[-2.3359375  -1.05175781  3.046875  ],0.9792494788155954
今天有機會 20%,1,[-2.84375     3.1796875  -2.32617188],0.9935575468579935
寶齡的營收跟股利不太好，泰博比較好,0,[ 2.8984375  -0.796875   -0.79248047],0.9525725745205352
科奮好多就有人非要跌到屎坑裡才相信屎是臭的XD,0,[ 2.76757812 -0.88427734 -0.50097656],0.9398457854267016
四趴仔跳到屎坑賠光，想到畫面就很高興 ,0,[ 4.4296875  -1.97167969 -1.07226562],0.9942946533429023
