text,label,raw_outputs,probability
收到,2,[-2.61328125 -1.41601562  4.2109375 ],0.9953352113676707
剛好中國出脫拿到的錢來蓋新物流中心，持續當包租公賺現金流。,1,[-1.54882812  0.40087891  0.37670898],0.47204644984244265
樓上上好野人... 27.8萬鎂單壓一支..,2,[-2.2109375  -0.40966797  2.109375  ],0.9142168615781919
看起來沒辦法回檔啊啊啊 都下車了嗚嗚,0,[ 1.45703125  0.99609375 -1.94140625],0.6009190874004455
卜蜂,2,[-1.81445312 -1.6484375   3.9296875 ],0.9930672679458148
國票金8/8號法說會時，總經理有說:明年預期配80%，會配比同業高!國票金8/8號法說會時總經理有說:預期明年會配比同業高!推鬆哥,1,[-2.69921875  1.17675781  0.18591309],0.718392341134497
川普拜託還有什麼稅 通通拿粗乃 讓中產階級繼續痛恨你~ 等到民生物資上漲  穩落選的 謝謝,2,[-1.29199219 -1.69921875  3.41601562],0.9851951716541846
低薪企業倒光 那些領23K的員工就去中薪企業用低薪跟你搶職位了吧供需原理就跟你說 企業越多需求員工的職位 薪水就會的確是關稅不課下去，大家都不會動的MSCI調整月應該不用想甚麼尊投八,2,[-1.09960938 -1.671875    3.61328125],0.9861495043176296
看摩台的樣子像會屌美股嗎QQ?台股領頭羊不是喊假的Q,2,[-1.80859375  0.4597168   0.48046875],0.48057900221746075
GG外資要全出掉總是要久一點,0,[ 3.06054688 -0.92871094 -0.78173828],0.9615773031065588
今天沒開市，是柯P算好，救了多軍一命,0,[ 2.57617188 -0.50292969 -1.1953125 ],0.9354375611615182
看來真的是多軍關廁所惹,2,[-0.71435547 -1.28808594  2.25976562],0.926029899599898
全球都假摔~ 真調皮,0,[ 1.0234375   0.69287109 -0.98339844],0.5396858122739174
第四節V轉大爆噴 下週創新高,1,[-2.5625      3.890625   -3.01171875],0.9974256275548284
等VV別怕 飛機頭拉起來,1,[-2.36914062  3.01757812 -2.33007812],0.9907501000398932
amd衝衝~,1,[-2.671875    3.91796875 -2.90625   ],0.9975446639138803
這種多空雙巴盤，8月會來個幾次？,2,[-1.91015625  0.07501221  1.44042969],0.7749908081234762
肉鬆哥說的銀行是哪2檔阿 塊說阿...話別講一半...,2,[-1.95507812 -1.65625     4.1328125 ],0.9946972263796512
聯邦阿 另外一檔不說了 等我買完噴上去再說聯邦我目標價9.75 就會試單 10以內邊走邊看,1,[-1.38378906  1.55859375 -1.68359375],0.9159033756737738
all in 200%,1,[-2.80664062  3.7109375  -2.57226562],0.9966664974773056
另外一檔 給提示 百年企業利空滿天飛 哥等底部築底試單進場,1,[-0.64941406  1.78613281 -2.27734375],0.905191171834206
早上起來從-1％到＋1％！？,2,[-2.24609375 -1.4375      4.1015625 ],0.9943510365159299
多空互嘴，自我安慰，我說你各位自慰了沒cc,2,[-1.81738281 -1.72753906  4.19140625],0.9948812410574736
AMD484有點抗跌啊,1,[-1.00390625  1.74414062 -2.34570312],0.9252451069388503
AMD好討厭 不跌買不起啊....,1,[-1.09863281  1.21582031 -1.53417969],0.8600315265590125
上銀？台企？彰銀？,2,[-1.84179688 -1.74707031  3.9375    ],0.9935529531831288
AMD居然抗跌 太神奇,1,[-1.39160156  2.109375   -2.484375  ],0.9612771007974251
all in amd ~,1,[-2.85546875  3.71289062 -2.55859375],0.9967172906585607
該不會是壞蛋西瓜???,2,[-1.5390625   0.06738281  1.03417969],0.6865363844438573
今天崩,0,[ 5.3828125  -2.58007812 -1.56542969],0.9986932428082143
今天錢線沒有播??,2,[-1.33886719 -1.78808594  3.72851562],0.9897870126962347
多軍一定很幹 今天無法逃 禮拜一吞一根,1,[-0.7734375  2.078125  -2.5625   ],0.9368509322693225
台銀吧？,2,[ 0.34814453 -1.85546875  2.7109375 ],0.905344323504998
V起來,1,[-1.91894531  2.828125   -2.05664062],0.9840214839691367
多軍回來囉,1,[-1.13574219  1.828125   -2.32226562],0.9368759495092813
隊長起飛了?,1,[-2.74414062  3.87304688 -2.66992188],0.9972302995149314
VVVVVVVVVVVVV,2,[-0.4230957   0.12359619  0.32324219],0.43608703596772974
隊長94v,2,[-1.14746094 -1.14648438  2.7265625 ],0.9600895304383199
飄真快,0,[ 3.81445312 -1.63867188 -0.54150391],0.9831748747438355
