text,label,raw_outputs,probability
兆豐金到底什麼時候能買，還是現在先定期定額？,2,[-2.00976562 -1.06640625  3.0546875 ],0.9779529107734383
大家好，我是自由投資學習者。那今日週五較忙，盤中無法盯盤，訊息會在晚一點統一慢慢回覆🙏那廢話不多說，馬上進入正題週線：今日週五，收盤指標交叉向上，柱狀縮減，那前幾日的文章中有提到，週五期望能使指標交叉向上，今日收盤確實交叉向上，那後續下跌的力道會稍稍減弱。但之前提過，就型態來講，反彈至17648屬於正常型態，並未真正翻多，並且短時間內突破前高18034會造成柱狀嚴重背離，最好的辦法還是在此橫盤震盪整理。日線：今日開盤17380，開高過昨日提及的較近壓力17360，盤中高點17540，收盤收高17516。今日收盤，紅柱狀增加，指標持續向上，反彈目標一樣看至17648，但要一舉突破仍然較為困難，日線來看最好的辦法仍然是在此震盪橫盤整理。越靠近壓力越宜獲利減碼，而非追價進場。短線上下週一若早盤使指標轉弱，會形成背離，修正的機率較大，但也不用太過擔心，除非跌破神秘均線，否則仍然以回測找買點為主。操作上仍然以個股技術面為主。下週一觀察的重要位子有：目前較近支撐：17460目前第二支撐：17400目前第三支撐：17330目前壓力：17648若想了解更多的技術分析，歡迎追蹤我的IG每日盤前盤中不定時更新限時每日盤後大盤解析連接點不到的朋友可以直接搜尋money.0926,1,[-2.19335938  2.90234375 -2.69726562],0.9902732309615747
2021/09/03(五)75分開高走高，突破陰子母，化解日落訊號，給予加分。這是第八次出頭，就像昨天所說的，一直以來都沒出現過單純的落尾訊號，每次都被子母線給包裝，這次也一樣，大盤仍未出現止漲訊號。日落訊號被化解的原因我來說一下，首先就是日落這兩個K為一組的型態，同時也是子母線，而子母線的重點仍是次根。昨天因為收最低且母K較大，我就直接認定會跌破了，沒想到還能出頭。簡單來說，大盤強勢到把日落、陰子母這兩個強勢空方訊號用一個出頭紅K給完美逆轉，甚至收盤站上十字線的高點。量能出現加溫量，加強此紅K地位，但仍然不是特別大的爆量，難以做為季線支撐。因此我改變大盤從強勢多頭轉弱的判定，目前維持強勢多頭。但大盤還是有機會回檔至月線測試支撐，只要不出現太空方的型態，最多就是止漲，未來對於降分會更加慎重考慮。而我在70分就放慢腳步、保留銀彈的行為，就是為了等待無法預期的回檔來做加倉動作。IG:FB:#財金#投資#金融#理財#技術分析#理財觀念#投資心法#小資族#台股#大盤#投資新手#股票教學#投資理財,1,[-0.45214844  1.69140625 -1.87890625],0.8730693262094593
請問一下跨足封測廠是利多還是利空,2,[-2.109375   -1.27539062  3.11914062],0.9826019097071771
當有這種新聞出現，就是出貨文,0,[ 3.58789062 -1.78417969 -0.30639648],0.9756074831775701
漲那麼多利多都出現了,1,[-2.546875    3.40625    -2.65234375],0.9950888425808958
沒關係你不賺我賺大膽預測會到76左右,1,[-1.87011719  1.96875    -1.86425781],0.9586235282960651
我賺別隻這隻沒跟到就算了哈哈哈,1,[-1.59667969  1.23925781 -1.06152344],0.8629288815111058
各位大大好，小弟平常都用三竹股市看盤，可以看到過去的主力買賣超等籌碼資訊，但如果要在盤中看即時(當日)的主力買賣超數量，想請問哪裡查詢得到，謝謝！,2,[-2.109375   -1.3515625   3.66015625],0.9903140671096426
主力的定義每個人不同吧？,2,[-2.55078125 -1.3359375   4.09375   ],0.9943465592033901
要花錢啊吸媽泥,0,[ 0.69287109  0.17272949 -0.73144531],0.5449266705134785
應該是盤後才會有的資料,2,[-2.0078125  -1.67578125  4.12109375],0.9948110718648151
從大盤來看..位子已經到了前一次起跌的位子..所以這邊很重要..以目前台股的量能還沒辦法超過4千億的狀況來說，下週盤整的機會比較大，如果後續出現有價無量的狀況（價量背離）就要更注意了..所以下週盤整一下+補量，可能會對台股攻萬八更加有利..那本週個股表現上..如我上週所說..依然是台積電等權值股領軍..所以小型個股..要特別注意操作..上週操作的兩隻..2453這張，8/23買進，9/1號出一半，9/2全出2033這張，8/23買進，8/31出一半，9/2全出前面出一半是因為，盤整了幾天沒再上攻，那就有回測的危險，因此出一半..9/2號全出是因為跌破盤整的低點..總之就是小賺並照紀律走而已..而航海王..從我說要（7/31）進到現在..已經過了一個月..都還沒進..中間雖然有看到我想入手的點，但因為還在蓋頭中，給他多幾天測試..果然後續壓著打..所以我依然沒進…上述就想跟股海友人們說，策略紀律的重要性..最後..這是上週股海友人詢問我的問題..我的判斷沒有錯…，希望你星期一就已經出掉了，不然到留到今天的話，賠的也是挺心疼的..重點1本週依然是權值股領軍，小型個股該汰舊換新的，不要留戀..該停損就停損..因為只有經過這樣的汰換，才有辦法買進正式轉強的個股..重點2下週盤整的機會比較高，因為接近起跌點了..但台積電的漲價效應，讓他突破了頸線，如果能站穩頸線，下週大盤續漲，將是關鍵角色..看下去吧..重點3大盤漲，對於個股是輔助關係..並不會反映到每檔股票..這個要注意..因為這就是資金汰換個股的現象請當好一支牆頭草..重點4「紀律、紀律、還是紀律」，有策略後就是紀律..該是你賺的錢..只要有策略+紀律..你就贏過80%以上的散戶了..今天當沖賺了3000元…所以星期五就吃好一點..預祝下週股海友人們，都能繼續收益滿滿..當沖，我們繼續…空下去..,1,[-0.84716797  1.91601562 -2.5       ],0.9300829918742229
