text,label,raw_outputs,probability
大戶狂出00881散戶狂接韭菜嗎,0,[ 4.796875   -2.11132812 -1.15820312],0.996420664136294
顆顆,2,[-2.86523438 -1.46777344  4.3828125 ],0.996423065375471
結果現在誇張高點，少賺很多,1,[-0.82421875  0.40478516 -0.07043457],0.5223753471714592
看看亞信會讓你更驚訝哈哈哈我亞信成本才100接下來上去到200我等於九暘跟亞信都賺,1,[-2.359375    1.97265625 -1.36621094],0.9536361628549178
我就說一定會有比價效應吧阿斯,2,[-2.62304688 -1.44921875  4.48046875],0.9965305567923672
我群益28折有賴群都會分享一些新聞消息有興趣可以談,2,[-2.53710938 -1.4921875   4.5078125 ],0.9966606117298955
兩三折隨便給還要幫人扶懶趴現在業務真廉價又可悲😛,2,[-1.4765625  -1.51269531  3.71875   ],0.9892290002406033
我是營業員～～～有考慮換家嗎帶客戶打當沖獲利還不錯😂😂😂我們私下談😂😂😂,2,[-2.4140625  -0.20446777  1.79785156],0.8696864156689518
有時候會卡卡的,2,[-2.49804688 -1.49511719  4.2734375 ],0.9957478954965554
真的很卡,2,[-2.63085938 -1.36816406  4.07421875],0.9944768422648872
加油加油~最近行情波動真的很大，我也被巴到臉腫腫的🤣🤣,0,[1.00195312 0.07348633 0.31152344],0.5272816307386264
想請問用什麼判斷這個月的台指很難做謝謝🙏,2,[-2.20117188 -1.46484375  3.96875   ],0.9935826763217179
{選股}產業面💡今日重點：如何用產業面來選股產業鍊1️⃣如何用產業面來選股:直接切入重點，產業連動性高，當你看到近期有強勢股突然噴得很快可以試圖去找相關產業的個股來做挑選。搭配新聞(基本面)來尋找強勢產業的個股。例如:去年12月中鴻這當股價噴得很快，我們就可以去分析中鴻的產業是甚麼，從中找到12月同樣是鋼鐵產業的第一銅、海光，再來去對照基本面會鋼鐵原物料價跌帶動整個鋼鐵個股股價攀升。2️⃣產業鍊:我們之前在現實動態有提過如何尋找潛力股，首要目的就是找出{被低估的股票}但是何謂被低估的股票?我們可以從財經新聞上得知最近強勢的產業有甚麼，再找出產業鍊中的上、中、下游上市上櫃公司有哪些。我們如果發現明明是同一條產業鍊上游公司&下游公司營收都是獲利，財報都是好的，股價也跟著往上升唯獨只有中游公司股價還沒跟上。那這時候中游公司就是被低估的公司也是我所謂的潛力股!(礙於篇幅，下次會在補充產業面的文)#產業分析#投資#理財#股票#當沖#股市分析#台股,1,[-3.04882812  2.87304688 -1.90917969],0.9890634353254907
