text,label,raw_outputs,probability
想請問你後來有去報案嗎？,2,[-2.71679688 -1.53027344  4.5       ],0.9968708358562104
昨日覆盤強調美股壓力位減倉今天下跌是不是又慌了？如何操作~？UPSTCCLXBIROKUMTCHZMFUTUDKNG✽非投資建議，請盈虧自負！狼王一再提醒，現在不要倉位過重。大盤UVXYUVXY之前都是沿著2小時級別的GMMA趨勢在向上進攻，但今天UVXY加速了，變成了順著30分鐘GMMA趨勢加速上漲。如果想右側做多大盤，至少要等UVXY回踩30分鐘級別趨勢，就是20左右。只有在UVXY跌破20，才可以進場做多大盤，沒有跌破的話，大盤的風險仍然很大。但目前也不要做多UVXY。DJI今天道指沒有破新低，傳統版塊的一些股票如基建行業都沒怎麼跌，如果大盤接下來會進行輪動，這些版塊有機會。簡單來說，今天道指出現了止跌的動作，接下來可以關注道指的版塊。但還是等UVXY跌破20塊再進場做多比較穩妥。道指之前是順著30分鐘GMMA下跌，今天不但沒有跌破之前的低點反而好像做出了一個W底的形態，如果右側做多道指，可以等它站穩了35000點再追多。SPX標普今天再次破新低，最低點到了4495點，之前狼王說標普現在是沿著1小時的趨勢在下跌，現在也是做了一個W底，但是不能確定現在就企穩了，所以現在不建議入場做多，並且4600點的GMMA壓力也是非常強的，因此狼王建議等UVXY跌破了20，標普站穩4630再右側做多。QQQQQQ之前狼王一直強調沒有跌完，不要抄底，QQQ之前狼王給的最起碼要等到的區間是383-378之間，今天正好打到狼王給的支撐位的上沿就立馬出現了反彈。如果今天左側進場做多了QQQ，所有的倉位不要多於2成，如果已經有了利潤，不要讓利潤被吃掉50%。現在不能說大盤已經企穩了，還是要通過控制倉位和嚴格的止盈止損來控制風險。IWM羅素今天也出現了繼續下跌，跌破了之前的低點，並且跌倒了狼王之前說的一個比較強的支撐位在213.2-209之間，在跌倒了這個區間後也出現了反彈，如果今天已經按照狼王說的點位進場做多的切記帶好移動止盈，不要讓盈利被吃掉50%，沒有跌破209.5的止損位可以繼續持有。狼王認為，即使大盤出現繼續下跌也會出現反彈後再下跌才比較健康。GCmain黃金在跌破了狼王所說的1762的點後暫時出現了一個止跌的動作。狼王不建議大家現在進場做多黃金，因為現在黃金處於一個收斂的狀態，剛剛站上30分鐘級別的一個頭肩底的形態，即使想要做多，起碼也要等它回踩1776，一旦跌破1770就要止損。CLmain原油今天也是跟隨著大盤出現了一個繼續的小幅下跌，如果之前跟著狼王在63.9-61.5之間去做多了原油的話，現在利潤已經跑起來了，持有的繼續持有，不要讓利潤被吃掉50%。BTC之前狼王說比特幣不能跌破53500點，今天其實已經跌破了，狼王個人覺得比特幣已經走熊了，現在不要抄底。狼王覺得比特幣起碼要跌到45000才可以做多。個股MTCH上週已經說過MTCh一旦跌破了127.5可以做空，做空的話止損位設在127.5，一旦漲破了127.5就要止損。ROKUROKU狼王認為還沒有跌破，不建議現在做多。狼王認為大概率會跌到172-145才會止跌。UPSTUPST現在仍然在整理，持有的可以繼續持有，不跌破152可以繼續持有。CCLCCL從最近三根K線來看比較有意思，一直沒有破低點而且從30分鐘級別看像是走出了一個收斂的形態，低點也沒有破新低。如果想去賭一把的話，可以嘗試小倉位做多，一旦跌破16.32做嚴格止損，賭它是一個頭肩底。狼王的個人建議是再觀察一下。ZMZM跌到了狼王之前說可以小倉位佈局的區間，在178-167之間。狼王個人認為ZM現在出現加速下跌，可以再等待一下，暫時先不要進場，還是等到164.7-148.7之間再考慮做多。XBIXBI現在也跌到了狼王所說的支撐的下沿，如果持有的話可以繼續持有，但是切記不能跌破108。FUTUFUTU之前狼王說起碼會跌到35.5，大家看到FUTU確實是跌到了35.5，並且再跌到了35.5後出現了立馬反彈到了40.5。如果下周有機會到35.5-30，可以繼續小倉位去試，記得中概股風險比較大。DKNGDKNG之前狼王說止損在33.3，一旦跌破一定要止狼王：一個準到兇殘的中短線交易頻道/左側為王/量化交易/興趣使然的純技術派交易者/一流美酒美食家,1,[-0.35839844  1.8671875  -2.22460938],0.8891154760679603
手續費15926交易稅15555營業員跟我說我的折數是五折或是四折結果退下來我只退了「2663」請問這樣是正常的嗎？快氣死了,2,[-1.68945312 -1.79003906  3.96289062],0.9933616105734757
不太正常，五折應該要退到12825,0,[ 2.13867188 -0.70947266  0.25634766],0.8263181582192916
一般來說手續費起碼也六折至少有6370元五折7963元，2663也太少了,2,[-1.24902344 -1.77539062  3.63671875],0.988126930296728
有一些好像會交易的時候就退了吧？？（不確定可以問看看,2,[ 0.57470703 -1.25195312  1.5       ],0.6848290692106382
一般手續費是0.1425％如果你是5折原本是25650會變成12825所以手續費應該退你15926－12825=3101這之間可能有些數字的誤差，因為你每筆買賣都有低消，還有可能不是剛好1800萬所以最多就是少退你3101－2663=438,2,[-1.72851562 -1.72851562  3.9609375 ],0.9932825459786631
請問25650數字哪來的,2,[-2.65429688 -1.65234375  4.33203125],0.9965695866829847
18000000×0.1425％=25650,2,[-1.8125     -1.57714844  3.27734375],0.9862397152050835
他應該是算你1800萬交易量吧我自己都直接看手續費，我一退十，等於1800萬可以退差不多1萬8,2,[-2.2109375  -1.69140625  4.45703125],0.9966037778858284
原來是這樣算的…非常感謝你幫我解惑但我的成交金額是1867萬耶,2,[-2.26367188 -1.6875      4.28515625],0.9960365135205598
18670000×0.1425％=26604打5折後是1330215926－13302＝2624他退你2663你有什麼好氣的？應該會多退一點的原因是因為小數點後他就無條件捨去了,2,[ 1.00878906 -0.70751953  1.21972656],0.5114113376930834
新手想請問各位大大存股除了ETF0056.0050、金融股、中華電等，建議買哪些？或有推薦的嗎？要分批買進還是一次投入？現在是不是有點高不適合進場？,2,[-1.47070312  0.10162354  1.0078125 ],0.672075165080012
買書講義訂pp來讀就不會問這種問題了,2,[-2.3515625  -1.48535156  4.2265625 ],0.9953251648276555
問就是買,1,[-3.13476562  2.60351562 -1.10546875],0.9730251220022628
買,1,[-2.65234375  3.84960938 -2.87304688],0.9973034478009257
allin.刪app,0,[ 5.046875   -2.25585938 -1.38769531],0.9977263887211397
對面一顆飛彈掉下來再買,1,[-0.67382812  1.47167969 -1.86523438],0.867637488055634
00878,0,[ 3.59375    -1.81152344 -0.30102539],0.97576133705032
台鹽台灣高鐵台泥,0,[ 2.00585938 -0.671875   -0.54638672],0.8721245976727626
我會看五年內是否穩定配息，還有eps是否年年成長，然後殖利率有多少，跟股價與淨值是否相差不遠來做判斷當然是挑選配息穩定高殖利率低基期的優先考量通常試算股價跟預估明年股利計算出的殖利率還不錯就可以考慮投入還有，股價波動太大的還有景氣循環股都不建議存我都入手金融股,1,[-0.81445312  1.18164062 -1.26367188],0.8179530835508835
歐印長榮,1,[-1.95605469  2.015625   -1.77441406],0.9602121892236315
