text,label,raw_outputs,probability
0股隨便什麼價格都放心進吧~,1,[-2.5859375  3.4453125 -2.7578125],0.9955939119741022
一開始需要業務能力（熱情、活力）包括社群的經營，再來是對投資很有興趣（專業、完整知識架構）爾後會累積到經驗（金融經歷累積，心理素質提升），慢慢的在證券價值累積到人脈、財富、投資能力、眼界、心理素質……等，在幫助客戶時也是幫助到自己,2,[-2.26171875 -1.56835938  4.4609375 ],0.996402465447316
放到現在你已經起飛囉,1,[-2.53125     3.66015625 -2.7890625 ],0.9963844162375709
好奇你的手續費是多少,2,[-2.7734375  -1.59863281  4.53125   ],0.9971588793244315
複委託各家手續費網站都查的到,2,[-2.640625  -1.59375    4.4765625],0.9968882177238065
通報📢好像有人對這篇文章有新想法唷，快來去看看！,2,[-2.39648438 -1.36914062  3.79101562],0.9922645434192996
我記得電子投票就能拿了？請問一定要拿到通知書嗎？,2,[-2.56054688 -1.61621094  4.73828125],0.9975905704670998
還可以買嗎,2,[-1.29785156 -0.10040283  1.19335938],0.7368942989816759
我也是三折ptt找到的線上申辦,2,[-2.58398438 -1.515625    4.37890625],0.9963128213495426
真好！ptt現在不收新人，看大家喊+1我也好想收站內信😆,2,[-2.34765625 -1.65039062  4.45703125],0.9966762346570762
的確是平盤股神,2,[-2.08789062 -0.93701172  2.5078125 ],0.9596878410785704
幫高調，感覺很多新手並沒有意識到違約交割的嚴重性但真的很嚴重啊！！！貼個懶人包版本,2,[-2.484375   -1.49121094  4.5859375 ],0.9968651797049557
推一個感覺不錯禮拜一看情況跟看看,2,[-3.078125   -0.73144531  3.40820312],0.9828467824507621
別這麼說我也很用心經營迪卡嘿嘿,2,[-2.640625   -1.42285156  4.1328125 ],0.995015710679068
沒想到用心幫人研究個股走勢分析給人聽事後也驗證達到我預測的目標價輸給一個報牌的害人被套的還事後說盈虧自負不知道2500有幾個是為了停牌真有趣,2,[-0.96240234 -1.26757812  2.56445312],0.9514179598717238
歐印台積電不是錯錯在高成長期過了還持有好買點不一定能有好賣點前陣子台積電在撐我就說過不行了仍然好多人堅持護國。希望他們都不是500後才上車的另外個人認為台積電還不夠恐慌融資還沒斷頭斷夠！簡單說還沒跌夠籌碼乾淨了再漲才舒服😌所以我說為什麼刪留言？？,1,[ 0.08660889  1.55859375 -1.83886719],0.7918109758555274
請教原PO現在很多電子股都受大盤影響，已將標的(友達)籌碼洗淨(融資)，假設現在大盤走勢呈現趨緩、向上，標的亦站上5日10日並且利用RSI檢測通過(黃金交叉)，是可以開始接的位置嗎?,1,[-2.3203125   2.16796875 -1.82128906],0.9711062906115131
我想先問你對於rsi的黃金交叉定義是什麼？這點很重要因為我個人不用這個方法看rsi之後也會發一些我對於本身應用指標的看法但單論友達的話你說融資洗乾淨我看線型是還很有機會有新高點35.5不是高點不過進場時機我覺得還未成熟至少等均線走平突破均線回測站穩再說如果貿然進場就多少要耐得住震盪前陣子大概兩個月前我也問我師父友達能不能做是可以！但成交量太大不是很喜歡。所以沒做不過這次修正修的超好的👌結論可以再觀察一下下（我比較保守）股票不要買在最低點要買在確定會漲的點另外電子股通殺沒錯但是個股必須看股性每隻個股都不太一樣。希望我的回答能幫到你。,1,[-1.98242188  1.55566406 -1.26269531],0.9184653276945887
