text,label,raw_outputs,probability
很多劵商app及網站都會整理除權除息股利資訊下面網站就可以參考,2,[-2.05078125 -1.59667969  4.03515625],0.9941774765003935
3017真的太會洗了剛賣了不知道還要等多久,0,[ 1.57324219  0.54638672 -1.26660156],0.7059324445576135
發財囉,1,[-2.59570312  3.48828125 -2.25976562],0.9945616562271443
可以參考外資買超但是漲幅沒有太大的標通常外資投信都會偷偷佈局,1,[-2.00195312  1.04394531 -0.00336075],0.7150849238644883
Dram也漲上去了,1,[-2.56445312  3.87304688 -2.90820312],0.9972722030963775
感謝！,2,[-3.0234375  -1.10546875  3.94921875],0.992736622383844
中環投顧，買賣股票比本業賺。勝率超高,2,[-2.45898438 -1.1875      3.11132812],0.9829036116250585
所以這隻是好股票嗎,1,[-2.56835938  2.38867188 -1.6640625 ],0.9761730042990033
中環基本面不強，本業是賣光碟的，目前看起來也沒有未來性的題材，要漲很多的機會小，還有很多更好的股票可以選擇。最近會漲一波，是因為股利0.7現在股價算起來殖利率不錯但配息不穩定,0,[ 2.23046875 -0.00398636 -1.05175781],0.8736714632622863
跟你對做低點,2,[-2.21875    -1.02832031  2.80078125],0.9724440924949905
看交割日期,2,[-2.6640625  -1.67285156  4.52734375],0.9972256546757313
今天早上沒辦法進庫存卡很久靠,1,[-0.89404297  0.51074219  0.00590134],0.540826620815731
原來真的當機,2,[-0.62060547 -1.39648438  2.52148438],0.9406683981038119
早上有,2,[-2.67578125 -0.80615234  3.21484375],0.9797194748594884
群益沒當，我用的是行動贏家，他們自己開發的App呵呵,2,[-2.39648438 -1.56640625  4.4453125 ],0.9964942772063374
對這支股票的看法依舊不變五根蠻有機會貪心的人可以期待他翻倍15塊左右建議大家可以去看超級績效這本書了解買在突破點跟買在高點的差異,2,[-2.296875    0.54931641  1.01171875],0.6001188957508471
衝啊哪次不衝，我OK，你先歐印,1,[-1.93261719  1.95214844 -1.78808594],0.95757815617001
OK禮拜一我先買一張試試水溫,1,[-2.40429688  2.453125   -1.93066406],0.9801533833868489
一塊多漲到11塊，財報爛成那樣韭菜欠割！,0,[ 2.8046875  -0.18310547 -1.4140625 ],0.9388652498485156
價值投資，市場上百百種標的，元大金是我覺得投資心安得標的，只要今年營收都能比去年好26塊應該是指日可待,1,[-2.44726562  3.0859375  -2.58984375],0.9926727886464429
所以你波段存股會overloss喔（笑,0,[ 4.828125   -2.22851562 -1.05664062],0.9963700585138435
我當沖怎麼都一直賺錢，是不是你不會當沖的關係阿，技術不夠,2,[-3.00390625 -0.10797119  2.29882812],0.9131743015403003
不相信我的就一直當沖沒關西，總有一天睡公園你就知道了,0,[ 1.98535156 -0.94287109  0.47729492],0.7844172499366341
