text,label,raw_outputs,probability
6折，給你偶的營業員,2,[-2.53320312 -1.62207031  4.375     ],0.996526529999083
老王是我的偶像🤩,2,[-1.87402344 -1.60253906  3.21484375],0.9859473643800865
你如果要用CMA管理帳戶要確定已經有把委託書送去銀行核印成功了才有自動扣繳的功能哦！,2,[-2.5        -1.6328125   4.62109375],0.997276626362877
看你買了多少錢，是不是空閒錢～,2,[-1.98535156 -0.79150391  2.40820312],0.9495495993693102
投資本來就都有人在操控，哪個投資沒有人操控？沒有操控，賺誰的錢？大家都賺錢，錢從哪裏來？你以為是煉金術喔？,2,[-2.49804688 -1.37304688  4.11328125],0.9945418810197132
你是bump？,2,[-2.6328125  -1.59960938  4.48828125],0.996931370271779
我是日本jump,2,[-2.47070312 -1.72167969  4.234375  ],0.9961997096422297
怪了你怎麼不靠邀GME跟AMC自己不熟每個國家的股性賠錢了發文討拍前一陣子每天沖天鈺同致愛普車王電賺到翻過去，勝率起碼也6成以上每日分時本來就是當沖在看的，你想要價值投資請看日k連這兩個分不清楚真的下去啦美股也沒你想的那麼好玩，光電子盤就搞死你開高走低收最低是近期常態，沒研究都是必輸無疑,0,[ 2.8515625  -0.90234375 -0.47753906],0.9440630054335434
反正我會再買啦持續買進,1,[-2.578125  3.875    -3.015625],0.9974138369909001
很快又進入到了型態這的章節在股市中利用一段時間內K棒的歷史走勢判斷出股價走出一種概略的型態是很常在市場上被運用的而些方式能夠歷久不衰也都是過去的歷史以及經驗推敲讓後人們能夠繼續加以警惕所以型態學一直都扮演舉足輕重的角色今天會來快速簡單介紹兩種最基本的型態學因為教學就是要由淺入深所以會循序漸進地進入更深的型態學問M頭就是股價在高點走出了一個M字型的頭部這種M型頭部的出現就有較高的機率是反轉訊號由於股價上漲到某個程度後自然會有賣壓出現使股價拉回持有股票的人在高點拉回後又企圖再攻擊創高股價又走出了第二個頭部形成兩個山峰狀M字型的走勢此時持有人心態棄守轉買為賣使股價賣壓更重會讓股價在大賣壓之下持續下跌當股價走出此型態就會有股價反轉之說兩個頭部左峰頂稱左肩右峰頂稱右肩通常大部分的M頭型態左肩會比右肩高成交量部分也是左肩會比右肩大所以若搭配成交量來看再搭配頸線可以找出股價的支撐區M頭量右肩能不足的話也是會有反轉疑慮的若右肩跌破頸線的支撐區就可能讓股價無法被支撐自然會往下探底W底顧名思義就是股價在一段期間內走出了一個W字型的型態W底由兩個V型的反轉形成一個W的走勢而W底的底部出現就有較高的機率出現向上的行情股價下跌到一個底部止跌反彈一定的高度後繼續往下跌又二度止跌向上彈升這個型態邏輯由於持有的投資人下跌反彈時大量認賠或停損出場造成賣壓出現第二個V型下跌此時該檔股沒有太多人持有票籌碼比較乾淨讓有心攻擊的主力會試圖拉抬測試賣壓所以出現W底時會有股價向上反轉之說搭配頸線及成交量來看評估頸線的壓力點若股價過了壓力點除了主力拉抬還會讓更多投資人進場買進使股價上漲下一個系列:基本技術指標基礎KD我是Mr.chung，在Dcard上發文也快三個月了，在這三個月以來也在下面收到許許多多的回應，也謝謝各位指教，希望能幫助到更多人，謝謝大家大家有想要聽甚麼主題都歡迎告訴我們唷讓我們一同探究籌碼的秘辛主力的動向吧!目前也開了社群，希望大家能教學相長，早上也會發布新聞給各位觀看加入「Louis股市交流天地」！請點選以下連結加入社群！或掃QRcode加入社群！【免責聲明】本文章僅供教學，文章所提任何指標、價格為過去股價表現之型態，絕無任何買賣意見。請投資人切勿以文章內容作為投資買賣依據，請自行審慎評估投資潛在風險衡量自身所能承擔之後果。【著作權】本文著作權應該是屬於創作著作之人所有，勿以任何形式散佈轉貼、傳播擷取、竄改收費，未經筆者同意違反者，訴諸法律途徑依違反「著作權」法提出告訴求償。,0,[ 1.69238281 -0.72314453  0.77148438],0.6722773222317303
通報📢好像有人對這篇文章有新想法唷，快來去看看！,2,[-2.39648438 -1.36914062  3.79101562],0.9922645434192996
通報📢好像有人對這篇文章有新想法唷，快來去看看！,2,[-2.39648438 -1.36914062  3.79101562],0.9922645434192996
目前使用本土券商進行台股交易最近想購買美股的ETF營業員告知複委託買美股的手續費是成交金額*0.35%，低消25美元也就是說我必須一次買滿約20萬台幣左右，才不會浪費低消25美準備的金額也不過30萬，想分好幾批下去買但手續費實在太高了，請問有推薦的券商嗎??是否能像本土券商一樣開戶，錢匯進去就可以進行交易，也不需要擔心安全問題之類的謝謝股友~~~,2,[-2.50585938 -1.27050781  3.78125   ],0.991809433332404
"firstarde而且你30萬換美金有2萬5以上還可以申請美國deit卡免費寄來台灣開卡後在美國網站在消費算""境內消費""(手續費不知道多少)每月一次最高1000美金無出金手續提領(直接換台幣)",2,[-2.4609375  -1.59960938  4.546875  ],0.9969634674778136
各位大神你們覺得國泰5G+可以繼續加碼嗎？不打算短期至少再放一年（買在18.13）另外除了技術分析財報方面大致上還會看哪些數據？知道本益比、權益報酬率、每股盈餘...但不太了解要從哪邊去比較或是做功課不想無腦亂買本金不大也沒有富爸爸麻煩各位給小弟一些指點惹🙇#00881,1,[-2.46484375  1.79882812 -1.08105469],0.9343944084806606
什麼都不用看，有錢就往下繼續攤平,0,[ 5.24609375 -2.58007812 -1.35546875],0.9982456883381887
可,2,[-2.92382812  0.18164062  1.79003906],0.8270080827956714
-3/8盤前心得週五收盤收了一個反彈，雖然之前資金移出，外資大賣超，科技股大跌，然後資金跑去一些亂七八糟的地方，但是週五總算是收了一根紅K回來，目前夜盤也收復80多點，科技類股許多也有基本反彈訊號，但是最尷尬的是目前壓力重重，個股反彈也都收在前壓出，很容易一開紅就賣壓重重，開高走低，目前還是認為必續找谷底翻揚，最好是剛上月季線的股票才可以考慮做多，先前跌下來沒有站穩的就先看看就好，祝大家下週順利。下週你怎麼辦呢?下週全力作多資金被套牢，沒救了弱勢反彈等放空不動如山,1,[ 0.55175781  1.85058594 -2.15625   ],0.7745680107037218
我每個月固定可以投入5000元入股票市場但我看了一下如果是自己下單零股會不會比委託定期定額還便宜？因為定期定額有說下單當日委託以前一營業日收盤價加10趴假如前日收盤價是10元再加10%=115000/11=454⋯⋯以最低手續費1元來算我如果有時間盯盤又可以以更好的價格買入當日的股票假如我可以以9.8購入5000/9.8=510.204算4998元手續費大約是7元如果相比這兩個下來的話是不是自己下單比委託下單來得划算啊？5000元我用零股自己下單可以買到510股但是用定期定額卻只有454股不知道我這個想法有沒有錯誤或者有高手可以多給我一些補充感謝🙏🏻,2,[-1.9921875  -1.21777344  2.9140625 ],0.9770838984793031
你的假設有問題因為你不會知道明天漲還跌你連一分鐘後會漲會跌都不知道了那你怎麼確定可以買到更便宜的價格？（搞不好是買到更貴）定期定額是給認真工作努力向上的人用的因為股票很難賺的比薪水還多想要在股票上賺更多不如提升自己的薪水比較有效還有你算錯了10塊的10%是1塊,2,[-1.65625    -1.421875    3.38085938],0.9855131895404228
感謝你的回答但是如果是銀行股官股很難跌幅超過10趴吧？我只是想拿股票當被動收入而已～目前已更正打太快感謝指點,0,[ 1.70019531 -0.99267578  0.93212891],0.6529138887674348
10趴是圈存吧實際交易不會用高10趴的價格成交,2,[-1.46386719 -1.23535156  2.83203125],0.970170678882842
好的了解～,2,[-2.9140625  -1.36523438  4.32421875],0.9959167538680938
券商(今天)先收錢+算好明天要買進多少股今天收盤100元明天可能最高漲10%=110元定期定額5000÷110=明天如果漲停板可以買進45.45股(看券商算45or46股)隔天只漲2%來到102元45股×102元=4590元4590*0.001425*0.6(手續費折扣)=3.9≈4元手續費總計4950+4=4954元5000-4954=46元會退回交割戶,1,[-2.29101562  2.21484375 -1.86035156],0.9727314283347631
前陣子新聞狂說美國暴風雪導致需要台灣救援半導體晶片等，也說台積電因為訂單太滿，最近漲價，也訂單太滿暫時不報價，但如果這麼夯，全世界都缺貨，但我不知道，為什麼聯電和台積電還會一直跌？明明台積電也說一家好的公司，外資賣的理由是因為漲太多，想拿回資金跟美國公債殖利率問題，但沒有人想過目前都缺貨未來漲價的問題嗎？股價應該要成長不是嗎？麻煩大大小力鞭⋯真的很疑問啦！請拜託嚴肅回我😭,0,[ 1.19628906  0.86523438 -1.49414062],0.559904874436891
其實道理很簡單台積電佔台指很重所以為了洗盤會先由台積電下手再來是近期散戶大增導致籌碼非常亂外資一樣要洗盤像這種基本面非常好但股價一直跌基本就籌碼太亂像陽明長榮就是最好的例子最後不要看新聞做股票新聞常常都股票跌就亂找理由台積電跌還可以扯到intel還有外資的目標價也不要信常常都給很高讓散戶追結果實際上卻狂出貨,0,[ 2.26757812 -0.69677734 -0.1619873 ],0.8774478954005498
