text,label,raw_outputs,probability
2021真的是很不容易的一年，看到年終入帳通知才覺得辛苦一年也算是有好結果…🙃近期全球股市回檔，終於等到了！！感覺是不錯的進場時機🤔平時沒什麼時間看盤，都是設定定期定額自動扣款，這次年終六位數，零頭會先存活存以備不時之需預計100，000加強理財配置，目前只有定期定額006208考慮配置：全買006208006208*60%＋00895*25%＋0055*15%或是同2把0055換成季配高股息轉現金？💡說明選擇標的的方向：======================🌟當初選擇006208是因為這檔內扣較0050低🌟2021年出非常多主題型的ETF，其中比較吸引我的是電動車，近10-20年看好電動車市場，選擇00895是因為特斯拉＋輝達佔比高，除了有電動車龍頭也有布局傳統車廠整體較全面，加上有護國神山較抗跌😅？又或是卡友有什麼其他建議呢？🌟而考慮0055是目前沒有買其他金融個股，想說直接買ETF一籃子也方便🌟另外高股息標的是考慮00878或00900季配息加上較好入手00900評價蠻兩極，大家疑慮的點也大概清楚想了解00878大家認為這檔＂缺點＂是什麼呢？增加標的是想分散投資，不考慮太多標的，希望重點存到有感張數慢慢領息暫時沒有打算開複委託或是其他美股券商，請不要分享美股給我QQ😹🙏想問會建議配置1-2-3哪種會比較好呢？先感謝大家的分享🙏春節假期還剩下一個周末呀～祝大家新年快樂唷🧧🧧🧧,1,[-2.12304688  2.11914062 -1.8984375 ],0.9686425163471012
隨著5G技術蓬勃發展人們對於通訊的需求及要求只會愈來愈高而低軌衛星就成為完成此需求重要的一環相較於以往地面基地台利用低軌衛星可以達到更大的覆蓋率國外目前有SpaceX（特斯拉子公司）onewebTelesatkuiper等大公司挹注資金投入低軌衛星發展而台灣當然也有低軌衛星的供應鏈參與其中也有相關政策支持雖然建置低軌衛星的成本十分高昂但人類也不斷在降低成本及建造技術上作提升該產業還是能值得期待的,2,[-2.01367188  0.56152344  1.02636719],0.5966351163814941
請問有人訂閱過嗎～看他IG分享很多學員獲利文介紹的標的滿多都有漲個版好評很多但想請教一下大家評價如何謝謝,2,[-2.34375    -1.50976562  4.46875   ],0.9963806250438056
我只敢用巴菲特的選股邏輯去買美國個股。,2,[-1.96777344 -1.69824219  4.0625    ],0.9944770621763435
推薦M大投資好難這禮拜五的有專業分析比這邊問詳細不少,2,[-2.50195312 -1.34179688  4.        ],0.9937515224461199
頭部很大等著看吧,2,[-1.96875    -0.05123901  1.56640625],0.8146510436544603
我看法跟你一樣，李佛摩說過熱門股崩跌是一個警訊，等美股反彈我就要閃人。,0,[ 1.8203125 -0.59375    0.3996582],0.7513108067130185
他們沒面臨什麼課題啦FED也不是主席說的算大家都知道背後的家族說1才是1,2,[-2.48828125 -1.61914062  4.65234375],0.9973254934958257
太淺了,2,[ 1.43359375 -2.28710938  1.84765625],0.5963149917721557
因為他們以前在裡面賠很多錢然後就覺得大家都是韭菜,0,[ 4.703125   -2.25390625 -0.78759766],0.9949488628840658
