text,label,raw_outputs,probability
應該可以找在台北的朋友代領我今天跟朋友一起去領我在旁邊原本要等他領完我再領但服務人員直接問我朋友要領幾位的他就直接說兩位(所以代領應該是沒問題的不然不會問要領幾份連身分證都沒看😂(我朋友根本沒帶身分證😅但保險起見大家還是要記得帶😂服務人員只有掃投票的條碼我們是有把這個印下來交給服務人員就好紀念品😊,2,[-2.2578125  -1.69824219  4.5078125 ],0.9968401095523182
嗚嗚我為了要領下週一特別請假🥲,2,[ 0.84521484 -0.36376953  0.95361328],0.4618712831411392
台中有地方可以領嗎,2,[-2.64453125 -1.59960938  4.578125  ],0.9972028608002
好的跌下來不撿便宜嗎,1,[-1.39941406  1.90820312 -2.12695312],0.9485090430394661
當大戶的規律被你發現的時候就是要換玩法ㄌ,2,[-2.64453125 -1.54101562  4.53125   ],0.9969385703305884
說個笑話存股停損,0,[ 4.8515625  -2.27734375 -0.9921875 ],0.9963140856796723
其實這支的經營團隊很厲害。成分股挑的不錯,1,[-3.20703125  1.39746094  0.90576172],0.6166775228293493
沒怎麼在炒狗狗🐶幣了最近在忙別的😂,2,[-0.28320312 -0.71191406  1.47949219],0.77921597248101
感覺很多人被割了一波是嗎,0,[ 3.2265625  -1.77539062  0.12243652],0.9509423006152898
但科技感還是有的但蘋果的科技跟美感是真的沒話說,2,[-2.37304688 -1.5234375   4.1796875 ],0.9952608305705917
說真的蠻期待未來到底能不能出地球😂,2,[ 0.47290039 -0.62353516  1.20507812],0.6092000788635856
他的成就方面我很敬佩但他的為人注定不會成為偉人,2,[-2.20898438 -1.62792969  4.7265625 ],0.9972958233432593
大家好~我是股票小天使最近台股各種跌，大家應該都還安好吧QQ在此也宣布我們將在8/20-8/30於股票板舉辦我的韭菜轉變史活動不管你是在股海稱雄的航海王、還是手握600台積電的成熟韭菜都一定有當韭菜的時候那麼你人生最韭菜的經驗是哪次呢？經歷了哪些事情，才讓你決定要開始悉心研究最後終於才得以股市上建立自己的見解，成功獲利？把你們的故事和經驗跟廣大卡友分享說說當年當韭菜時做錯了哪些決定吧！期待看到大家的故事！！活動規範：標題需帶有#斷韭菜Hashtag話題需採用「我的韭菜轉變史」內容上可以述說自己過去慘賠的經歷，過程中的學習，以及給初入股市新手們的建議發文需於Dcard股票板如果你有經營卡稱，這次活動將會讓你的卡稱擁有更好的曝光機會同時有機會得到加強推廣，和出現在Dcard出社會粉專上希望大家可以踴躍分享~在這次活動我們也邀請了Youtuber蕾咪和大家一起共襄盛舉蕾咪Youtube：蕾咪也在Dcard上分享他的韭菜轉變史囉！本文也開放大家詢問他各種關於投資、理財問題最後蕾咪會挑選喜歡的問題，並回答各位小韭菜們的提問！蕾咪發問規範：在蕾咪的「韭菜轉變史」文章下留言提問蕾咪將會在8/27前發文回答被選中的問題,0,[ 1.63671875 -0.75927734  0.80761719],0.6546545701335926
帥！,2,[-2.25976562 -1.42578125  3.9609375 ],0.993478001787697
杜康DR不是要下市了嗎怎麼又漲停板了😂,1,[-0.66357422  1.54003906 -2.04101562],0.878541751015526
以前有人伸手要股票時一堆推杜康DR的沒想到吧！屌虐台積電,2,[-0.84765625 -1.05371094  1.73535156],0.879487940083262
什麼意思那個時候我還沒開始玩😂,2,[-1.24316406 -1.41113281  2.93945312],0.9726133733547525
一想到就覺得好笑股票一張0.56元光手續費就20*2元了今天買進到底是要賺什麼,1,[-2.99609375  1.01757812  0.546875  ],0.6087798589985814
就是有人在要明牌結果底下都是杜康dr劍湖山這類,2,[-0.10437012 -1.96484375  2.6328125 ],0.9303814666433433
賭性堅強，回收4.55可以的啦,2,[-2.71875     0.61914062  1.21679688],0.6370910179087812
應該是在賭之後有無限個漲停板這種成交量低很危險欸不是沒有要回收嗎,2,[-1.1015625   0.26489258  0.48681641],0.49869520482733765
如果金管會在新加波官司告贏了，就有機會履行承諾,2,[-2.38867188 -1.35644531  4.02734375],0.9938129637313431
八大官股也買進來，我也不知道背後想幹嘛,1,[-3.23828125  2.23632812 -0.69677734],0.9456950342142437
劍湖山超屌我之前想說買個10萬準備解封時一週多賺40趴,1,[-2.51171875  1.46191406 -0.578125  ],0.8704518478271486
2塊收，我買十張,1,[-2.90429688  2.84960938 -1.78027344],0.9872386816896477
一張560喔哈囉而且誰叫你只買一張,1,[-3.12695312  2.48046875 -1.26660156],0.9734659781539888
2021/08/20(五)5分開高震盪，第十次落尾，普通黑K，收盤創新低，維持評分。這根K我還真的不知道要說什麼，就很普通。比較值得注意的是它的低點，剛好位於最高點18034回檔10%左右位置，也算是回檔到一定程度了。個人目前還是較青睞於年線位置做為第一價，就算跌破年線也會開始分批投入。量也沒什麼好說的，昨日加溫量訊號浮現，而20MA越來越接近5MA，將容易出現攻擊量，到時候則是觀察為多方還是空方的攻擊量。因為沒什麼好說的，就回答一下最近比較多人問我的「櫃買指數」問題。首先櫃買指數就是上櫃股票的指數，加權則是以上市股票。而為什麼櫃買指數會被殺得如此兇，就是因為資金環繞在中小型IC設計、漲價、缺貨題材。當估值過高的時候，資金必然先殺漲多的，所以看櫃買還是能看出些端倪。再來聊聊如何面對，首先現在進入全體回檔，可以說是系統性風險了。而未來要做的是什麼，就是找所謂績優股，每年第三季至第四季期間，我就會自己開始做功課。我明年要投資的族群是什麼，下一年最強的族群是誰，誰最有前景。先想好，慢慢認識、熟悉那些股票，到時候就不會手忙腳亂跟風瞎買，不過也不需要等到明年，這次回檔就會是很好的布局機會。IG:FB:#財金#投資#金融#理財#技術分析#理財觀念#投資心法#小資族#台股#大盤#投資新手#股票教學#投資理財,1,[-1.46972656  1.91503906 -2.16796875],0.9517081663858263
台積越抄越底…,1,[-2.05859375  2.72460938 -2.44726562],0.9861514079334314
我不是說不能搶反彈ㄇ,2,[-1.31347656  0.19897461  0.70068359],0.5750671321724499
嗨!大家好我是韭菜畢業班叔叔🕵🏻‍♂️📌三大法人盤後狀況📌🔎三大法人買賣超外資賣超145.13億投信買超+21.43億自營商賣超24.64億🔎台指期貨多空淨額外資淨多單+3196口投信淨空單255口自營商淨空單144口小結:今日的大盤較震盪，投信連續站買方多日，有利多方發展。期貨多單部分外資多布了3000多口的多單，未平倉量創了近期新低(-20640口)方向可能快出來了～還請各位耐心!!不要手癢～看完可以追蹤我的IG按個愛心❤️❤️❤️支持！圖一.昨日分享的台股分析每天一篇唷！📅叔叔每日持續幫你追蹤台股資訊！,1,[-1.01367188  2.21875    -2.75      ],0.955645031903708
方向可能快出來了?最近沒方向!?!?,2,[-0.78759766 -1.19726562  2.67578125],0.9504631383517361
外資回補200億我才開始買進,1,[-2.00976562  2.15039062 -1.95703125],0.9689403742378263
