text,label,raw_outputs,probability
柴鼠真的超佛影片不拖泥帶水還整理一堆東西送關眾,2,[-1.80371094  0.27539062  1.07324219],0.66374555948496
跳空缺口只要沒封閉，就要一路往下囉~,0,[ 5.171875   -2.52929688 -1.31933594],0.9980348612841311
今天這個盤勢不知道多少人要違約交割了不過這樣也好殺一殺當沖客跟融資的,0,[ 3.625      -1.46191406 -0.66650391],0.9805254099116862
崩好兇～有什麼因素嗎😂看不太出來,0,[ 4.078125   -1.97167969 -0.59082031],0.9883957572758761
躲處置？,2,[-1.33789062 -1.63671875  3.79101562],0.9897892619527827
洗個澡回來看到陽明真美～,2,[-1.86523438 -1.640625    4.14453125],0.9945028915983137
外資買很多天了都是有名的隔日沖放到現在也差不多了摩根美林凱基…….等要開始表演了,1,[-0.98632812  1.07324219 -1.37402344],0.8236970284684186
今天結算吧，又不是只殺這個,0,[ 1.67089844 -0.83886719  0.60205078],0.7019064422065283
等資料出來，融資融券，違約交割的部分，今天量很厲害，👋已在端午節快樂的時光後續震盪補海進出殺永遠不夠，量一直進出，每次都有的外資-大戶~消息-判斷-大盤海邊的浪很大，一次就多一個這隻了。但要經得起，沒有練習判斷就會怕,0,[ 1.95410156  0.42089844 -1.03710938],0.789845889865902
這點錢都拿不出來被抬出去剛好,0,[ 2.09179688 -1.13378906  0.2878418 ],0.8303034844061976
每天都在等股神翻船我還真不敢無本當沖呢,1,[-0.26708984  1.10839844 -1.56152344],0.7564446407711473
均價低真的看戲早盤沒什麼感覺雖然有出量但殺下來的時候哇好刺激🙂🤣🤣,0,[ 1.27636719  0.69873047 -1.15332031],0.6063224355476203
明天跌停,0,[ 5.328125   -2.58984375 -1.54199219],0.9985994676290185
現在應該殺不到多少人吧，從40開始就這樣玩了，玩那麼多次大家都知道差不多時間要先洗一下,0,[ 1.29492188 -0.74511719  0.51416016],0.6296909617133525
成本低的笑看你們這些追高仔殺來殺去,0,[ 3.91015625 -1.47949219 -1.07617188],0.9887340894961607
弱弱的問違約交割會怎麼樣之後要怎麼處理?先說我不玩當沖都是整股買賣而已,2,[-2.0234375  -1.69042969  4.54296875],0.9966417017878223
信用會有問題,2,[-1.97265625 -1.47363281  4.39453125],0.9954755217794006
每次都這樣不是嗎,2,[-2.6796875  -1.20410156  4.25      ],0.994770466036171
我只知道會被帳號凍結那這樣補救是想辦法湊到錢補足才能回覆嗎？還是沒有這麼簡單,2,[-2.18164062 -1.64648438  4.55859375],0.9968086959644868
假設有良心的卷商幫你做最後通緝在不繳的話，你之後可能不能貸款在金融方面會什麼都不能做，信用卡應該也不行用，然後也別想在買賣股票了，還要去繳罰金，在不繳可能會被告之類的吧。,2,[-2.08789062 -1.67089844  4.5       ],0.9965456743393015
笑死，無本當沖沖到去借錢,1,[-2.1875      0.79394531  0.44726562],0.5689087159269167
從此變成拒絕往來戶,2,[ 0.26953125 -1.64453125  2.51171875],0.8913513344487447
這輩子別想貸任何款,2,[-0.7109375  -0.87060547  2.0625    ],0.8963156034856603
請問你從哪裡知道這些卷商都做隔日,2,[-2.20898438 -1.62695312  4.33984375],0.9960216618039548
其實還是長榮比較美對我們這些成本低的這樣殺根本沒差反而殺一殺籌碼乾淨一點更好長榮和陽明陽明能贏得也只有現在籌碼好一點而已,0,[ 2.39257812 -0.69042969 -0.35253906],0.9008505832851375
殺不死我的嘿嘿，看大家都在沖手癢小沖一下😂,1,[-1.06933594  1.80273438 -2.43359375],0.9336699788337318
不是有期貨跟選擇權的股票很少被處置?長榮就是我菜鳥還不太了解聽我朋友講的,2,[-2.31640625 -1.68164062  4.453125  ],0.9966964837629205
單純只是爆量所以下殺...,0,[ 5.1640625  -2.38671875 -1.39550781],0.9980615713100309
這種才不會違約交割好嗎,2,[-2.71679688 -1.43945312  4.40625   ],0.9963150226426417
我看有人要用市價單去購買，所以我如果手上有貨我可以開高價直接倒給他嗎,2,[-0.6484375  -1.66992188  2.9453125 ],0.9639530774760137
看五檔上面這張圖市價有人想買66張,2,[-2.41992188  0.2364502   1.3125    ],0.7326681242104643
我知道那如果我手上有一張直接掛10塊賣單會不會被市價的買單直接成交,2,[-1.66503906 -1.54492188  3.6875    ],0.9900238407617488
今天最高就是1.16啊權證還是有漲幅限制哭啊,0,[ 2.140625   -0.64599609  0.12988281],0.8364572444181756
最高就1.16還在那邊幻想10塊NT,2,[-1.03808594 -0.81884766  1.89746094],0.8934793509737715
笑死高點到了,1,[-1.13671875  1.125      -1.17089844],0.8299842138798021
你乾脆開1萬塊,2,[-2.40039062 -1.30371094  4.12109375],0.9941569322462016
我掛1000賣,0,[ 4.515625   -2.00585938 -0.89941406],0.9941142004814176
好啦我智障,2,[-2.45507812 -1.75976562  4.5625    ],0.9973153636977815
笑死,2,[-2.55078125 -1.45800781  4.41796875],0.996267105932299
笑死糕點到了,2,[ 0.31274414 -1.4765625   2.36328125],0.8694421819381037
想請問為什麼買賣價一樣的時候目前是虧1.37%？據我所知賣出的成本不是證交稅0.3%+手續費0.1425*0.6%嗎怎麼顯示的跟算的不一樣？PS：小弟是使用元大投資先生零股手續費1元起,2,[-2.03320312 -1.67675781  4.28515625],0.9956412047274814
元大的顯示會以最低20元計算盤中零股賣出的時候才以最低1元算,2,[-1.38085938 -1.79492188  3.68945312],0.9896761086442868
喔喔原來如此！感謝解答🙏,2,[-2.43554688 -1.43066406  3.37109375],0.9889017437200206
目前套在20.9感覺有點寂寞🤦‍♂️,0,[ 3.66210938 -1.06542969 -1.20898438],0.9837550595749164
會,2,[-2.40039062 -1.56933594  4.5078125 ],0.9967165534390309
等個20年可能會,2,[-2.18945312 -1.05078125  3.0078125 ],0.9777035086092452
沒救，這種看中國臉色的產業是能多賺,2,[ 0.0725708  -0.94042969  1.52734375],0.7585948228542393
早就說了會跌,0,[ 4.28125    -1.5625     -1.30566406],0.9933993316931704
更低了幫你QQ,2,[-0.80029297 -0.45239258  0.93896484],0.7020558257033657
10年後幫你挖這篇,2,[-1.60351562 -1.18359375  3.15429688],0.97881030026002
別擔心至少不會下市,1,[-1.11523438  1.80273438 -2.42773438],0.9358135567996757
27樓跟你說hello...,2,[-2.6015625  -1.62109375  4.359375  ],0.9965361912778494
面板打暗號了準備抄底,1,[-2.8203125  3.328125  -2.3984375],0.9946338744473014
所以有機會回來嗎😅,1,[-0.74414062  1.203125   -1.5625    ],0.8294622425878129
24.05買19.35賣了真的買到群創，身心受創,1,[ 0.82373047  1.15625    -1.98535156],0.568075886276751
我只想對外資投信說,2,[-1.65429688 -1.62304688  3.47851562],0.9881548188529041
沒救了,0,[ 5.24609375 -2.63671875 -1.41113281],0.9983408819947142
再不停損阿,1,[ 0.30126953  1.4765625  -2.21289062],0.7497858343776533
笑死414,2,[ 0.19458008 -1.09179688  1.74804688],0.7874336779781494
先出去之後等均線回來再買吧，昨天外資加投信賣了十萬張，看起來很多人在接，但是還是慢慢跌下去,0,[ 4.19921875 -1.50585938 -1.26757812],0.9925028713288193
破前低18.85就別想回來了,0,[ 1.18652344  0.68896484 -0.45507812],0.5550366344436913
我友達24.5樓我都懷疑操盤手故意的41448744,2,[-1.70117188 -1.58105469  3.703125  ],0.9905222808258292
賣了賣了賠了5000還好我有貨運三雄,0,[ 4.109375   -1.703125   -0.96923828],0.9908657181307424
我群創被套了3張一直在等他上25樓在想要不要買彩晶來平衡一下等回25至少我彩晶也賺了.....但是就怕賠死哈哈哈哈,1,[-0.70410156  1.59570312 -2.22851562],0.8911751172307238
回到個位數,2,[-1.453125   -0.15100098  1.29589844],0.7696516838123224
23樓Q,2,[-1.92089844 -1.50585938  2.59375   ],0.973210811829678
外資投信每日大賣外評又降評更是雪上加霜上個月說上看40隔一個月說目標價15如果有急用錢就先賣吧短期要再回來有困難除非外資中邪開始狂買但套房太多了壓力很大,0,[ 3.109375   -0.80566406 -1.0078125 ],0.9650366859523418
怕屁我站在31笑笑看著你,2,[-0.70068359  0.32788086  0.35595703],0.4310463842034299
13撿,1,[-2.60546875  3.11328125 -2.19140625],0.9918154755483837
26六張一起取暖🥲,1,[-1.36035156  1.65917969 -1.68066406],0.9222824027746386
嗨鄰居,2,[-2.09375    -1.26269531  3.65820312],0.989639320992674
