text,label,raw_outputs,probability
錢直接發給員工好評欸，好羨慕😂錢沒道理分給炒股仔啊，對公司真正的核心技術和營運維持都沒什麼幫助,2,[-1.25390625 -1.75585938  3.61328125],0.9877976275665417
60%殖利率也比市場上其他的好很多，沒配股反而才是衝高股價的明智之舉。我的籌碼夠了，所以沒有配股我反而蠻開心的，雖然沒有配出超高股息，但1200很不錯了。今年還是元大金很旺的一年，再看看後面每月的月結開出，一定是優於去年同期，股價只會慢慢堆高。股息來看，保守24塊。營收來看，我會看28塊，複製去年玉山金模式,1,[-2.4453125   3.40039062 -2.875     ],0.9952483300831262
文還在喔,2,[-2.24609375 -0.9453125   3.07421875],0.9776579663785201
您好我是亞東證券這邊3折優惠喔,2,[-2.47070312 -1.390625    3.9375    ],0.9935408476544082
呃你看漲是不會跌下來覺得有攤到在攤平？？？？,1,[ 0.18518066  1.30566406 -1.75585938],0.7283647824825699
好的謝謝你！！,2,[-2.9296875  -1.29785156  4.22265625],0.9952359637348995
明天如果三生有幸遇到開高我就把他出掉好多隔日沖😨,0,[ 1.68945312  0.32275391 -1.27441406],0.7653650823968244
好的謝謝推薦他的文我都有看他是說兩股都可以讓我更猶豫了😔,2,[-1.80761719 -1.31640625  2.92382812],0.9773089018218888
這我了解所以我挑選的單價都比較低,2,[-2.1484375  -1.62988281  4.46484375],0.9964157464037994
謝謝您的見解但我有去了解成分股的部分基本上他5G只是名字而已😅,2,[-2.37890625 -1.73339844  4.29296875],0.9963332234215849
謝謝你幫忙解釋😂,2,[-2.68554688 -1.43652344  4.29296875],0.9958369913837651
目前不考慮0050若要選擇ETF我個人更看好00881他的條件可能還沒達到0050那麼的好但看了成份股覺得他並不差且潛力很高未來很有超越0050的可能性ETF以及金融股你給的意見我收到了謝謝你提供的意見☺️,1,[-1.84082031  0.78173828  0.22924805],0.6067476335661137
對啊所以我覺得881的成長幅度會很大謝謝你😁,1,[-1.92871094  1.50488281 -1.21289062],0.9105043833890157
哈哈謝謝你😆,2,[-2.03320312 -1.515625    2.81835938],0.9794977959743909
聯電漸漸回來了😆,1,[-0.79443359  1.49707031 -1.953125  ],0.8827265024274623
科技股跌了現在還可以一筆進嗎🥺好怕一直下跌,0,[ 3.49023438 -0.81884766 -1.37890625],0.9793112188173411
"先想好出手之後""最多可以承擔多少虧損""再來談進場會比較合適哦!!",2,[-1.28613281  0.00511169  0.94726562],0.668024548005061
在網路上遇到一個女生一直說要我儲值帶我賺錢後，然後就見面。而且讓我匪夷所思的是她說副業是在自己操盤下注，那個拉人儲值下注的積極度，感覺像是她自己開來騙人的平台。（好吧盡然走向這個方向我就只能會會她了）#已經被騙了6000了#也請有經驗的朋友確認這種盤是什麼#也請嘴下留情🙏,2,[-1.52832031 -1.34863281  3.375     ],0.9839568306298575
