text,label,raw_outputs,probability
漲停,1,[-2.59179688  3.85351562 -2.9140625 ],0.9972690526466353
元大金太神啦！,1,[-2.53710938  3.78125    -2.76367188],0.9967701702651681
46.7到57.3只花了一個禮拜…我從年初就在關注這支股票了。在除息前我就抱10張了加上一張1.5的股利我可以領1.5萬。所以我不知道財報那麼好的公司為什麼你們都說他爛😂M型走高但籌碼不太好勿追高！有低點再回補我可以預告我心中目標價大概在65不管你信不信我沒有叫你買要跟不跟取決於自己我能賺錢分享一下標的罷了而且我賺的10%會捐給慈善機構多做善事感謝見證～之後起伏不定但必定回測勿追高！勿追高！勿追高！祝大家賺錢錢,1,[-1.29785156  1.55859375 -1.83398438],0.9165108318894054
W底等幅測距差不多65沒錯,2,[-1.78125    -0.61962891  1.8828125 ],0.9029239168403035
今天收盤再說吧，一堆隔日沖看是不是一日行情,1,[-2.58984375  1.16015625 -0.00407791],0.7486826656314486
鋼鐵比較推哪ㄓ,2,[-2.4453125  -1.51367188  3.86132812],0.9935863309822611
賣了嗎,0,[ 4.94921875 -2.43359375 -0.94384766],0.9966310338096805
請問為什麼聚亨會漲然後大成鋼都沒什麼漲,0,[ 3.05859375 -1.55078125 -0.11529541],0.9507523619599498
進20分會影響獲利嗎,2,[-2.63867188 -1.32421875  4.453125  ],0.9960865433991942
鍵盤水手可能半張都沒有ㄅ,2,[ 1.45214844 -2.16992188  1.75488281],0.5686531198427816
最近想要開證券戶來定期定額0050目前考慮的有國泰、永豐大戶投也有爬文看了一下這兩間的優缺點想請教一下各位這兩間的證券戶使用心得如何,2,[-2.54492188 -1.43945312  4.12890625],0.9949453893088215
國泰跟永豐的話，我推永豐，國泰沒有營業員的樣子，但是相對一樣的我覺得群益比較好,2,[-2.22851562 -1.50585938  4.171875  ],0.9949434888401184
大戶投好用,2,[-2.31445312 -0.54248047  2.61523438],0.9526063451196629
我在推廣版可參考#公告板規精簡+7月份營業員推廣+板務調查,2,[-2.4765625  -1.60742188  4.58203125],0.9970975142871975
感恩❤️,2,[-1.640625   -1.00976562  1.97949219],0.9284151863917012
謝謝回應(´･ω･`),2,[-2.515625   -1.47753906  3.53515625],0.9910714688585829
謝謝你喔😉,2,[-1.82714844 -1.31347656  2.30859375],0.9590319964671219
謝謝妳🌹,2,[-1.47460938 -1.0390625   1.97851562],0.92544080800295
我是永豐金證券的理專歡迎和我聯絡喲有沒有考慮把現在的戶頭放一邊然後跟我開戶🤔有你的資料才能查那個戶頭的額度,2,[-2.47265625 -1.61621094  4.59375   ],0.997145561062858
怎麼聯絡你～,2,[-2.85351562 -1.48730469  4.5234375 ],0.9969316723307212
