text,label,raw_outputs,probability
我現在都在研究加密貨幣的量化交易，以下是我創立的匿名社群，歡迎想要正確的學習加密貨幣量化交易投資的朋友加入一起討論。「區塊鏈｜程式交易」：,2,[-2.50195312 -1.53515625  4.55078125],0.9968701554492716
有,2,[-2.9921875  -1.23242188  4.16015625],0.9946950388480839
乙盛超爛......每次遇漲停必跳水10次有9次都這樣,0,[ 4.90625    -2.39648438 -1.02148438],0.9966729004815332
我是230元競拍到，今天一整個舒服～,1,[-2.66796875  2.4296875  -1.38769531],0.9726715120825805
賣了嗎,0,[ 4.94921875 -2.43359375 -0.94384766],0.9966310338096805
我今天400～450賣了500股，剩下留著看後市如何哈哈。我也還在思考後面走法要怎抓賣點,0,[ 1.55078125 -1.06054688  0.98242188],0.6097966412627185
感覺高點477已現過不了,1,[ 0.61865234  0.73046875 -0.82177734],0.47483827392994865
我應該會給他幾天看走的如何XD反正我賣一半了，剩下就讓子彈飛一會兒,0,[ 0.75830078  0.43408203 -1.04589844],0.5297456791529578
小的推老余可以看看他的影片～固定小賠賭不賺小賺大賺祝大家交易順利！,2,[-3.16015625 -0.10552979  2.49414062],0.9278154935372177
好的，謝謝你,2,[-2.92773438 -1.34179688  4.265625  ],0.9955973883699096
操作台指的心態真的要異於常人，尤其這個月真的很難操作,2,[-2.46484375 -1.53222656  4.58984375],0.9969520566872491
我現在都在研究加密貨幣的量化交易，以下是我創立的匿名社群，歡迎想要正確的學習加密貨幣量化交易投資的朋友加入一起討論。「區塊鏈｜程式交易」：,2,[-2.50195312 -1.53515625  4.55078125],0.9968701554492716
恭喜有上車的朋友哦我目前權證+80%😁,1,[-2.1796875   2.75976562 -2.49609375],0.9877759045058705
14樓救救我,0,[ 5.17578125 -2.5390625  -1.42480469],0.9981975284193145
分享給大家參考，也謝謝你的關看,2,[-2.84765625 -1.18652344  4.296875  ],0.9950799737390903
金融股很難強啦，頂多就撐在那，要做價差不推金融股，要買金融股要有決心至少放個一兩年以上,1,[-1.33398438  1.81445312 -2.16992188],0.9420425256276723
建議你隨便挑過幾年後在回來看你就在低點了,1,[-1.140625    1.34960938 -1.57519531],0.8798435411076546
"03/22月線來回在對決指數有守股飛天電子退燒在失血航運滾量續攻堅**心得分享早盤台指期逆價差放大空方想順著上周五殺破月線的氣勢再攻擊但很快發現失敗之後多方在一小時內強拉200點反而是轉為破月線後強守走法盤面軋空軋空手氣盛成交量維持高檔配合股東會前的券補和董監持股回補指數雖被台積電壓制內容倒是很有樂趣太陽能上星期五尾盤多檔個股莫名其妙拉尾盤大家都說是指數調整外資下錯單結果今天居然開平強拉再攻這下風向全面改口變成上周五主力不計價衝進來那你怎麼還不敢買??面板3481公司表示:手上的現金足夠會""適當""的回饋股東市場馬上想像高殖利率的題材大漲漲停作收但已經公告的財報去年群創也只賺了0.17元就算全部用現金配發已經衝到快19塊的股價好像也沒有多高的配息率呀??航運拿出好數字之後接連要進行法說會以及融券回補日到達這組朋友算是相對整齊且有數字的今天惟一比較讓人擔心的是早上成交占比達15%此已經為過熱水準還好後來漲停鎖起來量沒有持續失控要留意明天若呈現上下大洗不宜爆量收黑收低IC設計和一些飆的莫名其妙的個股上下大洗之外教練另外講一個有意思的情況這幾天不只有一個是有好幾個客戶都來問""基本題""什麼是全額?什麼是分盤?什麼是融券回補日?什麼是借券?這些朋友都不是新手但來問這些問題就代表他們去做到這類的個股看這些資料組合沒意外可能是放空或是當沖做空強勢股結果被軋空修理教練常講的多頭的高點是由空軍決定更多的操作者是偏空想說漲這麼多來放空好了那高點就會可以期待反過來當這些空軍被收拾那多方也就沒有燃料了!!飆股八法誰會成為飆風股??台北場03/27(六)早上10:30龍山寺/萬華火車站附近米卡咖啡此心得分享內容只為個人看法無任何建議或引導之意圖以上內容皆為個人言論和公司或其他任何單位無關",1,[-0.87304688  2.29882812 -2.58398438],0.9528341453555195
創群漲停要賣嗎,0,[ 3.16796875 -0.92871094 -1.01367188],0.9690850038196376
原本也以為太陽能今天會很慘竟然沒有！！！,0,[ 1.55273438 -0.4699707   0.24450684],0.7129637610307469
我也想知道,2,[-2.78125    -1.45800781  4.375     ],0.9963044804701753
看各人的策略囉!沒錯而重點仍然是若預期的情況沒有發生時你要作什麼動作??,2,[-2.60351562 -1.40917969  4.3671875 ],0.9959772985032348
是韭菜在幫太陽能行光合作用嗎,0,[ 2.72851562 -1.69433594  0.43701172],0.8983803807448226
台泥爆超過十萬張的量是不是會回補缺口,1,[-2.45117188  2.45898438 -1.82519531],0.9792820529996096
請問教練合機今天早盤大漲到最後平盤這有什麼意涵嗎,2,[-1.640625   -0.92773438  2.5703125 ],0.9568564188979115
哈~~有梗有梗~~就很多人看到配息就衝進來另外很多人早早先收價差了,1,[-1.54394531  0.68652344  0.23034668],0.5743232084956557
開高後賣壓沈重~,0,[ 5.03125    -2.36328125 -1.22851562],0.997480067597306
看你們相不相信他有本事突破並站穩參考就好。盈虧自負附上有買的證明,2,[-2.30859375  0.55615234  0.96826172],0.5882357769681373
記得先想好相對應的操作動作哦!!,2,[-2.79296875 -1.36816406  4.48828125],0.9964628343352887
當然謝謝教練突破前高型態守頸線即可只要明天是往上開就不會太擔心,1,[-2.5234375   2.44140625 -1.81445312],0.9792785252632237
不錯不錯先想好有策略就比執行力了!!,2,[-3.19140625 -0.26416016  2.68164062],0.9475311815017404
外資籌碼出來了買超85248張蠻不錯的👍,1,[-2.61914062  3.5703125  -2.73046875],0.9961292223574354
我買17.05,1,[-1.47753906  1.60742188 -1.74414062],0.9252736098580462
想請問教練飛宏今天是不是一個好的停利點？,1,[-2.4453125   1.26660156 -0.10784912],0.7828344817795306
安全價位19～20.95壓力會慢慢湧現就看能不能過會怕就逢高出一些我是比較賭不怕獲利被吃外資今天買成這樣五日線沒破都看好群創這波可以站上,1,[-2.25195312  2.9609375  -2.6484375 ],0.9909729626198507
我是不懂RSI什麼的但謝謝你告訴我這些～,2,[-2.5        -1.52441406  3.97851562],0.9944204014810456
阿你有看到哦😂我怕太樂觀才又刪掉你有空可以去查查什麼是rsi高檔鈍化,2,[-1.19433594 -1.140625    2.515625  ],0.952101968141621
20賣掉等回檔再買,1,[-0.33886719  1.02832031 -1.38574219],0.7438960715772216
看你決定～如果明天不是開高就要小心,0,[ 1.81933594 -0.31640625 -0.06835938],0.7876637694978752
存股也行啦反正,1,[-1.99902344  1.50097656 -1.13671875],0.907668915302223
站穩21塊可以考慮😂,1,[-1.22949219  1.6796875  -2.04492188],0.9270908355003461
考慮啥,2,[-2.59375    -1.44628906  4.26953125],0.9956798193611672
這要看你的停利設定裡有沒有今天會觸發的條件例如一度漲停爆量拉回等等RSI為轉折型指標比較不合適用在波段順勢類的操作哦!!那可以想想1.如果20一直都不來呢??2.如果20賣了又噴了?要如何對應??,1,[-1.66601562  0.95849609  0.1373291 ],0.6612037524926566
因為以形態學的角度去看現在已經打了一個將近10年的大底「前提是站穩21塊啦」最近驗證例子就是聯電只是市場每天都在改變不要傻傻的讓獲利不見就行可以上網搜尋型態是什麼yt老王愛說笑、蔡森都是免費的就很夠用了沒辦法帶你下車但能給妳找到釣竿的地方😂,1,[-2.83398438  0.9453125   0.54394531],0.5909316934253632
請問不宜爆量收黑收低是什麼意思，對這名詞不太了解謝謝,2,[-1.90820312 -1.52148438  3.81054688],0.9919473185139662
"""爆量""=成交量比近期都還要大""收低""=跌....",0,[ 5.1015625  -2.375      -1.28417969],0.997753440868139
請問教練，爆量收高是不是也要小心？,2,[ 0.31640625 -0.06665039  1.24121094],0.5998776472851592
我認為爆量=多空在拉扯而最後的漲跌或更精確的說K棒是紅是黑就是當天多空力量的展現,2,[-1.11523438 -1.13574219  2.546875  ],0.9516238782119577
