text,label,raw_outputs,probability
你在那個群多久了？,2,[-2.890625   -1.50878906  4.51953125],0.996994446587325
請問有人這2天有出金嗎？我昨天到現在都沒辦法出,0,[ 1.99609375 -1.16113281  0.62158203],0.7718987765943904
他不會出金給你的，他還會跟你說你違約，要先匯違約金，然後在二次詐騙,2,[-2.00390625 -1.65136719  4.28515625],0.9955224430972567
我也是中500元禮券但是我說我不參加5000元體驗那個後來都不理他結果我今天發現我直接被踢出群組了不知道那500元禮券還會不會寄給我😂,2,[-1.77636719 -1.7890625   4.359375  ],0.9957174824544669
搞不好很多傳匯款圖片的也是他們內部自己人假裝匯款參加吸引人跟風,2,[-2.49414062 -1.60449219  4.58203125],0.9971064298028696
不知道有沒有人是真的匯五千塊希望能跟我們分享後續,2,[-2.37695312 -1.40820312  4.1171875 ],0.9945334610212079
斷頭了嗎？,0,[ 4.28125    -2.28515625 -0.45532227],0.9899270022203761
哈囉，夜盤又破底嘍~散戶多單又增加嘍~~該不會是你吧？,1,[-1.95898438  2.15039062 -2.04492188],0.9694769243522076
來囉！升息後一天美股大跌你看看台股會不會跟,0,[ 3.08007812 -0.59667969 -1.1328125 ],0.9614382499214823
現在在18.9阿😂,2,[0.15783691 0.21496582 0.77294922],0.4732736883319161
不信欸要補錢給我了嗎,1,[-1.47460938  0.89453125 -0.67724609],0.7684996076104218
我的是淺藍色,2,[-2.12695312 -1.62792969  4.24609375],0.9955018359772203
謝謝你～～😊,2,[-1.6328125  -1.20507812  2.11523438],0.9436586172828983
請問分行現在已經可以去領取了嗎？,2,[-2.6484375  -1.58007812  4.625     ],0.9972944655016606
可以,1,[-2.95507812  2.52539062 -0.88574219],0.9641610092744368
感謝今天有領到了,1,[-2.71679688  3.25976562 -2.1796875 ],0.9931676115077875
感謝原po分享已順利領到了~跟我一樣第一次領的分享一下過程是在通知單上的其中一家中信銀行領的帶通知單就好負責人會跟你說要撕什麼寫什麼印章證件本人都不需要,2,[-2.3515625  -1.6015625   4.48828125],0.9966750585870633
請問第5點投完票後就可以到各分行領取紀念品嗎？需要先預約嗎？帶身份證通知書還需要帶什麼？謝謝,2,[-2.41992188 -1.65722656  4.76171875],0.9976149081439154
我的推薦碼f-43e5c21「Fugle富果」玉山證券揪，好友一起拿獎勵!哇!不限推薦好友數!邀請好友完成「玉山證券富果帳戶」開戶每人分別賺取108富果幣!!用來兌換現金解鎖研究多功能。,2,[-2.36914062 -0.92675781  3.57421875],0.986464371458248
已申請,2,[-2.73632812 -1.50195312  4.6171875 ],0.9971673633374096
他應該去刊登在東森新聞、聯合報並且去報警，並且這幾個講假幣的操盤手都出來招開記者會、法院按鈴控告露臉啊～在一個名不經傳的虛網站澄清...可笑至極~你相信??,2,[-2.11523438 -1.61523438  4.40625   ],0.9961175829335452
我是不信啦…版主怎麼都沒有審核人進去😅,2,[-2.35546875 -1.73632812  4.390625  ],0.9966525578460391
我四十股負200這樣有好一點嗎？,0,[ 1.77929688 -0.41015625  0.29077148],0.7475611524862742
200塊嗎？？？你在跟我開玩笑是不是：）,2,[-2.23242188 -1.47460938  4.2109375 ],0.9950390051478352
不要生氣嘛，現在美股又烙賽，明天台積跌到530左右我再買個十股陪妳，好不好🥺,0,[ 2.19921875  0.41455078 -1.54785156],0.8393208167748565
