text,label,raw_outputs,probability
近期看起來是真的蠻多同學加入股市，希望在下這篇小小的心得建議能替給他們一些幫助但因為本人很懶，文筆又不是很好，所以看看大家的反應再決定要不要把這系列慢慢更新下去XD如果你是學生，絕對是把自己的課業顧好優先如果你是上班族，絕對是把自己的工作做好優先做交易的請不要讓每一次的交易損益和漲跌都影響到自己的「生活品質和情緒」請不要讓股市影響你的生活請不要讓股市影響你的情緒請不要讓股市影響你的本該做的事情~~以下大概整理幾點自己的心得~~玩股票請盡量用閒錢玩很多人(未必是新手)常常會因為股票的漲跌而情緒容易有所浮動、甚至緊張到焦慮的地步。這原因往往是因為自己操作的資金並不是自己真正的閒錢基本上漲跌個10%20%可能就會對你的生活有所影響，而對生活有所影響的前提下操作，往往就會失去應該要有的理智判斷，錯過應該要有的停損/停利點請盡量不要開槓桿抑或是你操作的資金過於龐大、開的槓桿太大，想要靠股票一夜致富、到最後甚至去接觸自己也不是很了解的金融商品；然而這種狀況也往往會造成上述所描述的結果：你的情緒波動和理智會影響你該有的風險判斷不要去過度羨慕別人的對帳單每個人能承受的風險不一樣，不必去過度羨慕別人賺了多少錢。有些人家底就是比較雄厚，還和你一樣是學生就能承受數萬、數十萬、甚至數百萬的上下損益這種基本上是永遠羨慕不完的，這社會上永遠都會有更有錢、操作部位比你大上數百倍的人，過度地去羨慕和比較，只會讓自己越來越走向自不量力的操作不要去過度分析股市現在網路非常方便，甚至只要有券商的APP就能看到非常多的分析數據；但買賣股票沒有什麼分析是100%一定能精準預測得到的。我很鼓勵大家多去了解各種統計數據，最基本的K線是肯定要會看的，但如果你過度擔憂或相信某項數據的分析「每一項細部的」指標或數據，也會讓自己被自己搞到很混亂，以至於影響到自己的生活情緒進場請設定停損/停利點，並且勇於執行停利或許還有討論轉圜的餘地，但停損請確實執行。確實停損是攸關你能在股票市場存活多久的基本條件是人都會有看錯漲跌的時候，就像做錯事情挨打就要立正，一直硬凹往往只會把事情越搞越嚴重。請嚴謹判斷自己該次操作預期能承擔的風險，並且堅守自己進出的紀律結語(1)股市可以是賭場，也可以不是賭場，端看你操作的心態和策略為何。(2)市場一直都在，股票市場永遠都會有漲跌、永遠都會有題材炒作。不必為了著急為了趕上此時此刻的行情而去做出奇奇怪怪的操作...(3)投資比氣長(4)最後最後最重要的，我非常不建議「借錢」來玩股票。同樣也請你不要借錢給別人去玩，害人害己其實關於「不要讓股市影響你的生活」，應該還是有很多可以補充的，歡迎大家能在下面分享自己的想法，互相交流~,2,[-1.73339844 -1.54492188  4.02734375],0.9930973469574262
昨天看到有人分享寶雅的股票結果今天公布足跡這算大利空嗎？,0,[ 2.64648438 -0.8671875  -0.1373291 ],0.9160951112123368
不算，對百貨都是一樣利空,0,[ 3.84179688 -1.54589844 -0.73828125],0.9853900216773884
這次當沖我賠了127，554，還沒畢業，但也決定不再當沖了…前天腦衝想當沖80張長榮（文章標題：當沖栽了大跟斗），結果漲停補不回，今天早上營業員告訴我，25號前要補127，554，真的是鬆了一口氣，算是個可接受的虧損。很多人敲碗對帳單，想看我到底賠多少，有多慘；其實這也沒什麼不能說，對我而言，就是繳了學費，學了經驗，也許可以給從未當沖過的人，一個警惕，別被鬼抓走。玩股票這麽久以來，一直都是玩波段，從來沒當沖過，一來上班沒時間盯盤，二來看了不少當沖的血淚史，所以打從心底就不想做這件事。那為什麼這次會玩？自從因為疫情在家工作後，能有更多時間盯盤，儘管我自知當沖很受消息面影響，但在不斷的媒體報導下，開始了第一次。前幾次運氣很好都賺錢，漸漸的，就出現一種聲音，allin，一次賺一筆大的，感覺會超爽，我回想那當下，好像被蒙蔽雙眼，只想衝，完全失去了判斷，因為我覺得，可以一次賺幾十萬，完全沒想到做錯邊的下場。當沖是魔鬼我自認沒辦法跟魔鬼交易，就這樣吧，回到波段的路上，繼續努力聽我的勸，真的別輕易嘗試當沖😩分享目前的持股，目前到九月，還有一波行情,1,[ 0.15356445  0.87744141 -0.94042969],0.607076134171456
沒看過同時波段跟當沖都很厲害的、所以大大波段開心賺還是不要玩當沖比較好😂😂,2,[-1.67871094 -1.28222656  2.40429688],0.9597705849544755
我今天當沖也畢業了我4/27開當沖，到今天賺了8萬，勝率8成但心理好煎熬，好怕一次失誤就賠到跟你一樣[心得]新手當沖畢業心得(補充最慘的經驗),2,[ 0.57861328 -0.65039062  1.64746094],0.6925790577327711
你榮運均價多少..,2,[ 0.07080078 -2.27539062  2.83203125],0.9352213310457731
不好意思有人是用第一銀行戶頭嗎？我昨天買了一支股票，今天下午營業員打來叫我記得要在禮拜一前匯錢進去，我當下回好，過了一陣子才發現我銀行戶頭錢是夠的（也是第一銀）當初是一起辦的，這樣我應該就不用再匯錢到證券戶頭了吧？況且證券帳號有英文字母atm沒辦法打後來我打給營業員，但好像已經下班了，都沒接電話，我又打給24小時客服，問他你們銀行戶和證券戶是不是分開的，他叫我要去問證券商.....但營業員又下班了🥲,2,[-1.89746094 -1.68457031  4.3046875 ],0.9954898356025654
你證卷戶是哪一間?,2,[-2.73828125 -1.640625    4.546875  ],0.9972668915261081
一樣是第一的第一金證券,2,[-1.11425781 -1.36816406  2.78125   ],0.9651515596652597
