text,label,raw_outputs,probability
看財經書本來就不好賺😂看心理學的書反而比較有用,2,[-2.02734375 -1.62402344  4.5078125 ],0.9963889958339388
通報📢好像有人對這篇文章有新想法唷，快來去看看！,2,[-2.39648438 -1.36914062  3.79101562],0.9922645434192996
結論歐印,1,[-2.13085938  1.16113281 -0.26782227],0.7832455513734633
蛤？,2,[-2.23242188 -1.59472656  4.34765625],0.996002537483885
已經429了可怕的妖股,0,[ 1.22949219  0.93261719 -1.70605469],0.5567189217902815
我是是宏遠證券館前分公司(近西門盯)的營業員小弟在擔任營業員之前就交易滿長一段時間了，2014年操作股權與期權至今，操作策略為『籌碼為主，技術為輔』擅長當沖與短線波段(一周內)操作，除了能提供包您滿意的手續費外，還能給您貴賓級的服務！例如提供每日投顧報告、個股重要事件提醒、盤勢與個股看法、提供免費客製化EXCEL、各家軟體協助、分享適合的書籍與網站討論、其他資訊提醒(承銷抽籤、股票競拍、公開收購..等)至於手續費的部分由於無法公開但優惠不會輸給大多券商唷！歡迎私下洽談！縱使沒有選擇我來服務您，也希望能交個朋友，可以互相討論學習~!!粉專：lineID:有興趣歡迎詢問喔～,2,[-2.29492188 -1.40429688  3.87109375],0.9928361482912111
買了7年多，每年股約發4～6塊左右的現金，成本價約剩7.多塊，是否該賣了嗎？近期有點想脫手了...——————2/20補充股票為和碩4938,0,[ 2.82421875 -0.80761719 -0.62158203],0.9448698931477628
問人也得讓人家知道是什麼股票吧...都不知道叫啥怎麼判斷股票好不好該不該賣...,2,[-1.78222656 -1.76367188  4.23828125],0.9951215641280499
我超看好這檔的，但一直沒下手,1,[-0.67138672  1.21972656 -1.60351562],0.8262300142483986
我也有買欸,1,[-2.55273438  3.16015625 -2.5       ],0.9932606436207746
抱歉抱歉，第一次發文不熟悉，股票：和碩4938,2,[-1.99707031 -1.48046875  3.90429688],0.9927315993826792
那你想脫手的原因是啥？畢竟都已經持有這麼久了,2,[-0.63867188 -0.75439453  1.66796875],0.8415333841079573
覺得現在算高點了，也覺的要在維持這價位有點難，所以有點想放,1,[-0.60205078  1.12695312 -1.34863281],0.7926601067341534
不用還有戲配息也很讚，可以繼續放,1,[-2.48828125  0.63134766 -0.02349854],0.6395106888661646
你就出脫成0成本的股票讓他生股息，多的錢投其他地方不就好了,0,[ 1.5        -0.99316406  0.89794922],0.6133707416071423
賣掉再接著買,1,[-1.11328125  1.10058594 -1.27929688],0.8320584404292828
我也覺得還不用賣特斯拉的題材還沒完,2,[-1.48046875 -0.828125    2.20703125],0.931878157924279
之前有傳出說要跟立訊結盟，結果好像也沒啥漲，這種組裝公司基本面就差不多是這樣了，看看鴻海也就100多塊的實力而已,0,[ 1.79980469 -0.94921875  0.47509766],0.7519525404330334
