text,label,raw_outputs,probability
感謝K大，就繼續等待。,2,[-1.93457031 -0.10021973  1.38378906],0.791803781088782
我國新台幣發行準備以黃金與美元構成.央行每季都公佈數字.簡言之 台幣匯率升跌 與黃金價格/美元匯價有直接關聯.,2,[-2.14453125 -1.51757812  4.        ],0.993876979778712
謝謝K大，忘了我國有大量的黃金儲備。手上的美元只能活存等投資機會了。,2,[-2.04882812 -0.93164062  2.47460938],0.9578388142763599
你並不孤單.我現在帳上就有44萬 八月還會回籠14萬.如果沒用掉 到年底會觸及百萬.上週也賣掉一些2800 回款近50萬港元.但我寧可放低利定存 也不輕入股市了.我覺得股市漲得很虛 遠遠脫離基本面太遠.利息少 就領少少. 好過短時間大虧.我認為投資機會隨時會再出現 我猜的.,0,[ 1.20898438  0.80322266 -1.24414062],0.570615592399827
子彈已上膛，但要瞄準那裡呢？煩請K大指點。祝平安順心,2,[-2.34570312 -0.92529297  2.90429688],0.9737420331981835
被梁振英點名以後 這兩家英資銀行也公開選邊站定.雖然註冊地點在英國 但全行營收與淨利超過50%來自中國與香港 它們為了生存 勢必要選對邊. 它們是半個中國銀行.因此可以忽略英國政府 但不可輕忽中國方面的公開警告.下文中的Peter Wong (王冬勝)是前渣打銀行亞洲總裁 香港銀行公會理事長 以及現任匯豐控股亞太區總裁. 他是香港金融界的代表人物.,2,[-1.87304688 -1.59667969  3.8828125 ],0.9927177859615698
HSBC有忽略英國政府嗎？那怎麼取消發放已除權的股息。去年投資HSBC是希望避免政治干預的風險，想說英國是民主國家，講法治，會保障私有財產，看來是失策了。若無法避免政治，當然希望公司在夾縫中為股東創造最佳的利益選擇。畢竟買股票是為了賺錢。祝平安順心,2,[-2.41601562 -1.15625     3.3046875 ],0.9853877497811663
小富由儉，大富由天。我衡量任何人事物的標準向來都是重「質」不重「量」，所以像Lemon兄這樣預先擬定符合自身需求的投資計劃，平常時期就嚴守紀律確實執行，非常時期即勇敢果決逆勢操作，按照我的標準絕對就是給你。,2,[-2.17382812 -1.50488281  4.3125    ],0.9955206376919964
哈哈，這個馬克杯是在宜得利家居買的，每個售價79元，杯上所言即指數投資者的三大座右銘之一：,2,[-2.1953125  -1.48046875  4.0234375 ],0.9939739613378956
這波反彈連航空股都漲到起跌點(長榮航、華航)，甚至一堆股票飆破前高點 有股票是沒有跟漲(弱勢股)嗎?? 看鴻海好像沒什麼跟漲，是因為競爭力或基本面不好?? 沒跟漲的股票一定比較差嗎?? 謝謝,0,[ 2.546875   -0.2454834  -1.04492188],0.9184209697995976
我的股票全沒根漲我去買台紙錢堆在那裡明泰也不漲和桐，還套牢愛之味，買產品就對了樂揚日高遠壽，全沒有漲，業績好是我看太長遠，看到幾年後了，看好未來趁低價先買來放還有一支我唯一的電子股鴻名這支真的業績不優，算我看走眼，以後都不買電子股,0,[ 3.64257812 -1.19140625 -1.1171875 ],0.9837461714616854
沒漲的就是現在市場不認同以後誰知道,2,[-1.81542969 -1.45507812  3.6953125 ],0.9902556415734658
電子股很多欣銓、正崴都很好區間操作價格也不高,1,[-2.48242188  1.09179688  0.52783203],0.6261795209355608
已經發誓不買電子股電子股業積你也看不到,1,[-0.59082031  0.57373047 -1.19824219],0.6747364577511502
呵呵,2,[-2.7734375  -1.44335938  4.31640625],0.9960304423660542
隨著股票不斷飆高，進場風險也越來越高 我比較保守打算買0050、0056 就算套在高點總有漲回來的一天，雖然不知道是多久以後  金融股也是可以考慮，台積電也不錯 如果星期一打算進場補些股票，各位會怎麼做選擇呢?,1,[-2.12695312  2.49609375 -2.33007812],0.9824727116101515
大盤(股價)漲，我只考慮賣或不賣，沒考慮要買。大盤(股價)跌，我只考慮買或不買，沒考慮要賣。提供參考。,1,[-0.98974609  0.40722656 -0.50195312],0.6059874527160998
大漲當天買進的股票套牢的天數大於其他情況,0,[ 1.69921875 -0.55957031  0.33032227],0.7359085750428831
大崩2天 我開始買大漲2倍 開始賣都知道高 幹嘛買崩時手卻在抖 想停損,0,[ 2.05078125  0.61132812 -1.73730469],0.7938421621260346
美股飆高直升機式撒錢這波空軍全滅台股沒意外會跟個幾天我是這樣猜的拉，當然台股這麼高也是怕怕的所以才想說有沒有進可攻退可守，就算下跌傷害也沒那麼嚴重的個股看來看去好像剩ETF跟金融股,1,[-0.15161133  1.21289062 -1.54199219],0.7580786316191527
補漲類的股票面板 能源類股.,1,[-1.66503906  1.10742188 -1.23925781],0.8634129638328021
我必須承認我跟你標題一樣的想法真的完全一樣我選種花,2,[-2.62109375 -1.51953125  4.625     ],0.9971500105123344
買00701跟著C大發大財啊！能漲停版的etf欸 ！！！,1,[-3.04492188  2.9921875  -1.88476562],0.9900905308582907
保守選0056 ，剩下認真工作 較實在= =,2,[-1.75976562 -1.42773438  3.40429688],0.9864961146710001
我每天買遠壽認為嚴重低估了,1,[-0.90429688  1.015625   -1.1640625 ],0.7938427789286207
2313 華通要不要跟......45買.....50-55賣短線(長線請放到70-80),1,[-0.44116211  1.0859375  -1.31933594],0.7648736757466219
