text,label,raw_outputs,probability
唉呀呀，看每天的持有部位就知道，反1不是在布局100%反向｢標的指數｣，而是100%反向｢基金規模｣，所以反1不會因為除權息、逆價差等等因素而去減少空頭部位的持倉。 (經理人不做這種猜測，因為他是被動操作)依照台股的生態，假設所有公司除權息之後到下一年除權息之間，股價都完全相同，那反1依然要為每一次的每日重設+跨月轉倉付出代價: 每一次都是空在低點，補在高點。所以呢... 這些商品的公開說明書也是有良心了，都有告訴大家不適合長期持有!我們要做到的事情就是: 不要一直逢低攤平，設好停利停損出場。,1,[-2.16796875  1.35839844 -0.34423828],0.8253453370251645
"""反1不是在布局100%反向｢標的指數｣，而是100%反向｢基金規模｣，所以反1不會因為除權息、逆價差等等因素而去減少空頭部位的持倉。 (經理人不做這種猜測，因為他是被動操作)""100 分!""依照台股的生態，假設所有公司除權息之後到下一年除權息之間，股價都完全相同，那反1依然要為每一次的每日重設+跨月轉倉付出代價: 每一次都是空在低點，補在高點。""有趣的假設 但""反1依然要為每一次的每日重設+跨月轉倉付出代價"" ?? 代價 ??相對於""資本額""與""每日調整期貨口數""這費用使用""代價""似乎太過了吧 !!""跨月轉倉""也就是之前一直在討論的""逆價差""減損長久以來的觀念""個人也一再求證&說明 並不存在於""反一""身上...Why ?!奇怪的是""每日調整期貨口數""大家都知道 !!為何無法認同沒有""逆價差""減損 ?!?(有上者 故無此點 !!! 嚴格而言 亦無跨月轉倉一詞 因為隔月就是重新進場!!""每天獨立 不連續!!"")""我們要做到的事情就是: 不要一直逢低攤平，設好停利停損出場""有趣的問題 雖有點離題 個人還是需回應一下說真的...""攤平"" & ""佈局"" & ""加碼"" 界定是基於""那些條件""???引用以前賈老的文句""要想在股市賺大錢，要先學會被套牢，當股價進入合理價位時，要用套牢的心理去買股票；我最怕一買就漲，這會干擾到原來的操作規劃，常常買不到足夠的數量及適合的價位""",2,[-1.80273438  0.04162598  1.10839844],0.7150357697934432
買進期貨空單時，存在期現貨間的逆價差(不管是不是除息逆價差)，到期貨結算時，逆價差都會歸零。這會造成期貨空單相對於加權指數的減損，不管加權指數是漲、盤、或跌，空單都會落後反過來的加權指數一個逆價差的差距。期現貨的逆價差收斂圖：當然，若恬適大是要跟報酬指數比較的話，那除息逆價差就不算是空單相對於報酬指數的減損了。因為除息時報酬指數是不會扣除息值，但加權指數會。,2,[-1.29003906 -0.15026855  1.21679688],0.7482904180519423
"""期現貨的逆價差收斂圖：""感謝大大再次補充 個人也了解....只是...只是....大大還是用一般期貨觀念來解釋""反一期貨部位""....個人苦無其每天淨值計算公式 亦無法證明個人認知.但請大大想一下大家都知道的幾點!""每天重新計算調整部位""""貼合追蹤標的100%反向漲跌幅""換言之....理論上 ETF 淨值""每天""都已經反應了該有的漲跌幅 期貨部位也因此增加/減少故理論上其淨值不會無端的增加或減少!! (逆價差/除息/收殮...etc.)",2,[-1.83203125 -1.36914062  3.40820312],0.9864682741356896
就一般逆價差而言：假定每個月的期貨結算日後，隔天，近月期貨的逆價差都是20點。這20點逆價差會在這個月的20個交易日內收斂至0，平均每個交易日逆價差會收斂1點。一年有240個交易日，共收斂了240點。現在加權指數是10500點，反一在空單的曝險部位是100%，240/10500=2.29%。所以不斷轉倉的期貨空單和反一會落後反過來的加權指數2.29%。,2,[-1.41601562  0.11682129  0.87207031],0.6363938104448427
每家股票，都有，個位數，兩位數，甚至飆到三位數，請問代表什麼意思,2,[-2.72851562 -0.04751587  1.7734375 ],0.8525449545786529
⋯⋯就是股票的價位啊==,2,[-2.578125   -1.63671875  4.30859375],0.9963738533671463
從大大發問的問題來看，小弟真誠建議大大，不要玩股票.....會輸,2,[ 0.55761719 -1.41015625  1.80761719],0.7538357518779025
先去買本書來看吧，問這種問題真的讓人無言😶😶😶😶,2,[-2.28710938 -1.46582031  3.71875   ],0.9919979355051138
每家股票，都有，個位數，兩位數，甚至飆到三位數，請問代表什麼意思每家手機，都有，個位數，兩位數，甚至飆到五位數，請問代表什麼意思答案兩者應該都一樣，就是他的值錢價值是多少，價位就是多少。,2,[-2.71484375 -0.98583984  3.45703125],0.986339748361679
擦鞋童看多了，這麼誇張的還是第一次見。,1,[-3.2265625  1.828125  -0.5546875],0.9101914093490616
