text,label,raw_outputs,probability
透過償還借款及補足擔保品即可，並無次數上的限制。上開依我個人使用聯邦銀行質借業務之經驗回覆，其他銀行或劵商辦理可能存在差異，詳細情節依專員敘述或合約規定事項為準，提供您做參考...,2,[-2.45117188 -1.5234375   4.65625   ],0.9971182497539633
絡依大，已私訊您摟~,2,[-2.23242188 -1.44433594  4.09375   ],0.9943096470805111
買什麼都要看價格進場啦，你買ETF也是要看價格，不會看價格就把投資部份放少一點，全放我保證你一定會後悔。天底下沒有懶人的事情。會看價格的話，不需要買ETF，從ETF裡面挑出你要的個股就好，不選ETF理由很簡單，你看他今年發那個什麼精美的每張1.8，隨便金融股3塊都屌打。台灣的ETF就是你風險全扛，佣金股利內扣，非常不划算。你現在該做的事情就是，把喜歡的列出來列出目標進場價，有就買，沒有就不要買。反正錢又不會不見，我現在也不急著上車。只有買到對的價格，才能立於不敗之地。,1,[-0.57128906  0.48095703 -0.03448486],0.5137718446830769
如果你心理無法決定是否要進場，怕有風險我教你一招，比較法則不是股票跟股票比，是股票跟定存比比的也不是比誰的殖利率高而是比你買了不虧舉例來說，今年0056最低26.2，假設你就是想要買在這個最低價位26.2(不要太貪心，小數點第二位我不去看，26.2如果你有掛單，最低價那一天你一定能買到)0056去年配1.8元，實際上今年能配多少我也不知，今年要有資本利得似乎有點困難，但是股息的不分，目前來看是超過2元的，但隨著股本稀釋，會降多低我也不知道，我先假設1.8元好了那26.2+1.8=28也就是如果你能把1.8的成本轉嫁出去，也就相當於你買在26.2因為你都沒有任何投資，唯一的轉嫁方式就是用定存利息如果你能拿1800元，用來犧牲，沒錯，就是犧牲，把銀行給的1800元當作沒收到那買28元的0056一張，就相當於你犧牲了1800元利息換來26.2元的0056但是今年等到10月除息，11月0056就發了1800元股息給你對於你今年的年收入來看，其實也沒損失，損失了1800元利息，卻又額外拿到1800元股息根本沒有任何損失但是明年呢? 一張0056的本金，能產生的利息連400元都沒有，這還是最近利息有加多但是股息卻產生了1800元(每年不一定，但要超過千元不難吧)當年我就是這樣存中華電的，什麼分析，什麼預測都不看，我用最低價當目標，然後用定存利息換股息最好定存利息只拿出一年份的股息換一張機會，這樣當年度完全無損如果是兩倍的話，那就是要犧牲兩年當作定存相當的收入但跟儲蓄險相比就划算多了吧，儲蓄險殖利率沒存股高，還要等六年才開始有獲利，提前解約還有損失實際上後來中華電我最高只買110也是因為股息都4.X元，我不想犧牲超過兩年後來為了加速存股，我是有冒風險投資鴻海，用鴻海賺的價差來代替定存的犧牲，後來股票賺價差來的快，就不去細算定存的損失了不過你現階段，我建議你用我當初使用的定存犧牲法只有開始投資，才有機會獲利，犧牲一點定存利息無關緊要你現在有一千萬定存，以現在的年利率差不多都超過1.2，如果以前是固定利率，那就可惜了一千萬本金可以拿到12萬的利息，相當一個月有一萬元利息，至少能認養5張0056一年就有60張，如果股價下跌，還能認養更多，加速轉換，那一年大概可以把資金的150~200萬之間轉換過去大約不用六年就可以把大部分的資金都賺換成存股，而且是我說的成本幾乎是最低價如果未來有跌破新低價的時候，那就從新計算要壓到最低的成本，等股價上漲時把養不起的股票無虧損賣掉就好了，但這樣實際記錄每一張的成本，有習慣記帳(用EXCEL)的就不難用另一個角度想，大不了以後留給子孫的遺產就是0056這樣的股票就好了，至於有沒有虧損就不用在意了,1,[-1.29101562  1.38085938 -1.30957031],0.8795273737941439
0056老牌ETF，歷史資料多。00878真的不錯，只是太年輕了，歷史資料不多。我會各買一半，400萬0056，400萬00878，剩下的200萬當備用金。老婆的朋友建議我們把存款全部<====存款怎麼可以給人知道？,2,[-2.7578125  -0.59570312  2.48632812],0.9513441209381742
主要是要看經營方針，以及容許管理經理選擇與變動的部份有多少。追蹤大盤指數、或類別下的市值基準的單純配比選股時，歷史 Tracking Record 只是用來確認有在依規則操作就好。但如果是自創指標，選擇性納入的：歷史資料會比較有參考性，但同時它的歷史資料也比較沒參考性因為其容許的主觀操作空間大；它的歷史資料只能用來表示以前、過往的選擇好不好，但它未來的選擇方式、或未來選擇後的成效，不見得要和以往一樣。,2,[-2.16796875 -1.61230469  4.41015625],0.9962003408415495
現在一堆被ETF洗腦的人，明明就是風險全扛，然後股利內扣。,2,[-0.94921875 -1.74609375  3.40820312],0.9817532197708243
謝謝您,2,[-2.89453125 -1.33203125  4.125     ],0.9948660466700859
謝謝您,2,[-2.89453125 -1.33203125  4.125     ],0.9948660466700859
謝謝您,2,[-2.89453125 -1.33203125  4.125     ],0.9948660466700859
半導體代工的週期已下行 短期不是投資的好時機.,0,[ 2.61328125 -0.74902344 -0.61328125],0.9307962233275663
反彈是已經有彈了，高點不多，見好就收。這種量能根本支撐不住多頭回升，國安基金那點錢對這市場來說是泥牛入海，兩個量大的K線都是開高走低，這種技術面就一個字，該死。,0,[ 2.66210938 -0.07617188 -1.16503906],0.920426350434862
非越南籍也能買嗎,2,[-2.48828125 -1.69921875  4.56640625],0.9972437402533763
