text,label,raw_outputs,probability
謝謝。,2,[-2.98828125 -1.28613281  4.1328125 ],0.9947876103500266
已實現損益 -45613 + 53598 = 7985,2,[-0.42016602 -1.09863281  2.12695312],0.8944228407235842
裕隆 成了蘋果電動車概念股?,2,[-2.22851562 -1.265625    3.39257812],0.9870653314827672
每月靠著加班薪水，繳完房租扣完生活開銷 每月存17000-19000,2,[-1.83496094 -0.77929688  2.1796875 ],0.934648558358857
或許可問周圍 40歲以上的人投資後 有變更有錢嗎沒有的 跳過有的 請教如何投資沒有的多數 那就要深思熟慮,2,[-2.20507812 -1.51660156  4.21875   ],0.9951712498014997
>>>樓主趁年輕   加班多賺點錢把錢存起來是正確的版上的8000大   存股存了5年目前也存了股票市值300萬元的資產每年的股利十多萬元投資不是穩賺不賠你定期定額存17000元   一 年也有20萬元的存款現在股市居高思危沒有買過股票   對於不熟悉的事情還是保守一點比較好如有有興趣  建議線上先練習   操作一段時間看一下損益如果有天份   再正式用現金去買賣,2,[-2.421875   -0.49389648  2.0234375 ],0.9154090303707284
看不懂財報，不知道你投資的公司靠什麼賺錢的，不要買唯一能傷害你的，就是你的持股，不要以爲股票會一直漲。在你可以忍受的範圍，先小買ETF零股，例如，每月1萬，就算半年後大跌30%，生活也不可受影響，那就可買。多讀國外翻譯的股票書籍，練好功再玩股票，你的人生應該還有50年可以投資，不要急在一時，要接受慢慢變有錢。,1,[-2.15234375  1.80859375 -1.50195312],0.9473810716966885
別存錢 以下先來一張再來就是帳面看到-8% 再補一張連買3年 不賣.,1,[-2.16992188  2.20117188 -1.80859375],0.9701437705628748
先每個月定期定額買0050每個月3000元就好然後好好工作幾年後再來看看績效,2,[-2.59960938 -0.43188477  2.37304688],0.9368246337918523
沒買過那就不要碰買房買土地跟會定存也是不錯的投資真要買股票如果你是20~30才開始這時最重要的是投資自己才對世界很大 太早投入這市場對自己的成長不利一堆老人一輩子就是毀在這裡有閒錢可以從定期買0050開始買了就可以不用理了會不會看線型完全不重要以台股的景氣循環活的夠長總有一天會賺錢的如果你是30~40才開始直接股票期貨選擇權下去搏設定一個強制停損點比如說玩五年或賠光一定金額強制離場後思考適不適合玩這個再回頭時就會甘願買005040~60.....如果是這個年紀才開始...去買房買土地買債券吧,1,[-1.34179688  1.08789062 -1.42871094],0.8555799395112668
上面那些都太慢了，要買就直接買A段班電子股，我九年投資獲利算下來年利率也有將近18％，絕不存那種漲不動B咖股,1,[-1.95898438  2.09375    -2.08007812],0.9682716546431704
這方法很強大，依72法則，每年投報率18%，那4年就倍翻了，9年可以翻倍再翻倍，500萬變2000萬，1000萬變4000萬，只要9年就賺完一般人一生的工作所得。,2,[-2.55078125 -0.90332031  3.48046875],0.9853377039308514
要存錢可以學學8k大的方式,2,[-2.65625    -1.39160156  4.3984375 ],0.9960941006530492
唯一推薦有阿姨認證過的台GG,2,[-2.375      -1.64648438  4.2109375 ],0.9957796494633926
年輕人   不是月光族  就贏了一 大堆同年紀的人  已贏在人生的道路一大段有儲蓄的習慣  很棒!每個月有一萬五至兩萬的儲蓄閒錢建議可以買金融股(雖然一大堆人看衰 雖然一大堆人口是心非的所謂存股)每個月可以定期定額的買   金融股難有大起大落  尤其2020年金融股完全沒漲到 甚至倒跌就是2020沒怎麼漲  再跌也是有限金融股很多還是在十幾元出頭 在這游資氾濫的年代裡 不失是好標的每個月閒錢一兩萬元可以拿一兩千  犒賞自己吃喝玩樂   不要完全投入股市股票每年發的現金股利  可以再投入幾年後   你會發覺財富有增加   財富的增加  是一步一腳印   慢慢累積而來千萬不要相信 有人一二十萬的錢可以在一兩年內變幾百萬幾千萬   那是歹年冬厚肖人給年輕人鼓勵 你會成功,1,[-1.67285156  1.52636719 -1.68847656],0.9251073168966751
永遠多頭時代投資0050 0056 三十年以上 絕對賺錢加入陸軍人生才也希望,1,[-2.91796875  2.21289062 -0.85351562],0.9501189822930447
"確實，40歲以上，因為投資股市變很有錢的人比較少。而沒錢的人，大多投資失敗，或者長期不關心股市，視投資為畏途，甚至常說，你不理財，財不""離""你。但弔詭的是，該不該投資股市，你依然可以由上述現象同時得到正反兩面的答案，回過頭來，應該問自己有沒有投資能力在市場中長期維持獲利，如果還沒有此能力，該問自己如何修練? 至於因為想要有錢，所以必須投資，在一個建立在貪念上的衝動下去開戶，那就像拿著刀子舔血，還享受著這番血腥滋味一樣傻。",2,[-1.53320312 -1.57421875  3.86132812],0.9911783154703706
雖然翻倍，可憐我小資族本金沒有500，要不然就退休了，哈壞處就是看著指數一直飆高，就會有種無心工作的感覺，去年應該很多年輕人都這樣吧,2,[-2.78515625  0.85107422  1.0703125 ],0.5481572582485039
先做一下理財功課再投資比較保險！,2,[-2.65625    -0.73535156  3.1953125 ],0.9779893376527111
