text,label,raw_outputs,probability
恭喜達方今日漲停，未進場請勿追高第一季飆股應該是落空了，大東看錯入帳季，還好14.95小賺跑了，轉進宜進，本以為邦泰這季會入帳，誰知道被發言人擺了一道，說什麼不是去年第四季就是今年第一季入帳，看來這兩支都只能期待半年報了，可惜我的仁寶……………,1,[-0.17895508  1.77734375 -2.125     ],0.8608998834072226
5窮6絕到了，接下來該把資金轉往遊戲股了,0,[ 1.13769531  0.18847656 -0.73730469],0.6491827682507681
更新一下 最近又開始偷拉 是不是td0036你幹的啊？,1,[-2.68359375  1.95996094 -0.97851562],0.941114683663574
1340勝悅-KY去年賺6.61元卻只配0.3元現金和1元股票為什麼配這麼少呢？,0,[0.66113281 0.46337891 0.16809082],0.4112962706613458
不意外啦! 每年都是這樣配息的  配的少財報漂亮  不是財報有鬼就是公司派小氣  一年前就已經看破早早停損了,1,[-0.59130859  1.59375    -2.16601562],0.8804674397087926
不知道為什麼。反正印著股票換鈔票的上市上櫃公司超多的。力晶又想上市了。帳面上賺多錢EPS高，配息不高，會有什麼原因？1.炒股。2.換鈔票。3.手段完全合法。,2,[-2.421875    0.53515625  0.92382812],0.5837056968472304
這就是我買股票不會買-KY的原因因為配息都很少 股票都只能靠賺價差一不注意買高了 攤都攤不回來 就真的只能當傳家寶攤平可能要等到孫子輩,0,[ 1.72949219 -0.84814453  0.54638672],0.7234428129647611
大股東不斷賣股，而且是不計較價格，越賣越低,0,[ 4.78515625 -2.32617188 -0.78027344],0.9953777185522483
竟然還有人進了這檔這檔是標準的外資滿手想出出不掉，仔細看他的營收與股價，公司上市時間，董監持股比，歷年股息配發紀錄，這隻陷阱多...只能說多繳學費學經驗,2,[-0.27368164 -0.98535156  2.33203125],0.9008213319713096
1340 公司派不是說錢要留著擴廠?股價42元很誘人呢 !是我列觀察投資名單之一不過大股東持續大賣持股   加上KY股很怕假帳疑雲說要擴廠巳經那麼多年前幾年的獲利也不少今年還配那麼少   實在也令人啟疑,0,[ 1.63476562  0.01329041 -0.18762207],0.7357018292351953
鳴金收兵之後開始漲出清台股之後天天漲,1,[-2.47460938  3.63671875 -2.89257812],0.9963358397710478
不是說要看空的，怎開始漲回來了,1,[-2.27539062  2.36914062 -1.90234375],0.9769679039729436
怎麼沒人提到C大廣達說好的100元，現在股價像死魚一樣剩一半!,0,[ 4.76171875 -2.37890625 -0.80322266],0.9953992034431463
"打一堆字""論""出來的專業感蕩然無存",2,[-1.90917969 -1.62890625  4.60546875],0.9965693786373396
一好，第一季財報一壞4月營收結果反應的是四月營收,1,[ 0.70849609  0.71875    -1.11621094],0.465242170872153
我會建議採用蒙地卡羅回歸測試，固定樣本路徑分析是無法看到全貌的。,2,[-2.40429688 -1.56640625  4.63671875],0.9971100403110215
其實股債平衡有兩個方法，一是單筆建構完成，二是定期定額建構，兩者每年都需要再平衡。1.選擇定期定額主要是怕投資人心臟太小顆，一次建立500萬的部位，如果未來兩年剛好遇到崩盤，每年跌30%、20%，投資人會對投資行為產生質疑、難受。(重點在於持有，而非害怕重挫及波動，因為一定會漲回來)ex:投資一年投資組合帳上損失150萬，有幾個人能處之淡然?順便加碼薪水100萬?然後第二年再跌100萬?雖然民眾已經開始流行燒炭卻不烤肉。2.定期定額屬於溫和建立平均值的部位，五年下來的成本不會最高也不會最低，剛好是平均值。(價格低=定期買入的單位多些，隱含攤平作用)3.保留未來要購屋及生活儲備金勢必需的，其它錢會選擇都讓它去工作。對假設能500萬以上單筆全額投資的人而言，保留50-100萬的流動資金是基本的。但這種金額或許超過一般投資人的可投資金額。意即對房子買好、車子買好、結婚完畢，中長期無大額資金需求者，投資500~9999萬很稀鬆平常的心理素質。投資超過1億的投資人，流動資金(定存、活存)往往會在500萬~1000萬。4.目前美股、台股歷史高點，陸股中間偏低，實在很難建議心裡承受度未知的投資人把所有可投資資金單筆建立部位。,1,[ 0.86425781  0.96875    -0.07568359],0.4439170885056551
上次PO損益接近三個月，目前設定A戶為月扣3萬。,2,[-1.08886719 -1.52636719  3.10546875],0.975783378800213
今年7月交屋起 才會密集入帳 11月14公佈 第3季eps最後是明年將除息 高配息 延平南路50億也開賣 k24　入帳 商場穩定收益 比價宏盛之 35 元 不為過,0,[ 1.47851562  0.20996094 -0.40039062],0.6973525512300572
海悅今開高高 ~~~是不是也代表宏璟也要動了？？,1,[-2.54101562  3.53515625 -2.68554688],0.9957334812913742
