text,label,raw_outputs,probability
到底富邦金和國泰金會跌到何年何月~~法說完~直衝40?!!【富邦金法說3】富邦金首季減碼台股1086億元 法說會五大重點一次看【國泰金法說會2】國壽首季股債實現281億元 未實現損失747億元,1,[ 0.41259766  1.30664062 -1.68847656],0.685387054599772
有錢就陸續加碼沒就看好戲加油,1,[-2.51953125  3.49609375 -2.72070312],0.9955836408278762
珍愛金錢 遠離金融股,1,[-0.86669922  0.92773438 -1.76953125],0.8106282416146071
有錢就繼續買攤平了,1,[-0.57861328  2.14453125 -2.60546875],0.9308216775588327
有錢繼續攤沒錢就蓋牌第2季快過完了忍一忍,0,[ 2.29296875 -0.25219727 -0.60205078],0.8820224652413993
很多人夢想每年配個6%、7%就穩穩領股息，但是一堆人卻是這兩年因為媒體的吹捧才開始存，所以持有成本來看都是高價或許有人說好股票，好標的每年可以配6%、7%高於定存，創造每年現金流，所以簡單的算法是假設存1000萬，今年年可以領60-70萬，問題是，你在高點放1000萬，但明年市值跌倒800萬，你還能領到60-70萬嗎？錯，錯，錯！！！！你只能拿到48-56萬，不僅如此，你持有的市值還跌了200萬，那後年呢？若再跌2成，殖利率維持在6%情形下，收息跟市值繼續打折，許多人會在這時候轉換標的，選擇配息更高或者市況更好的標的，但不換還好一換就補跌，這時就掉入死亡漩渦，總資產會越來越少...回到每年可以領多少的迷失，以0056來看，歷史配息率是5.32%，最好是6%多，最低是3%多，以維持穩定配息來說，應該是股價低配息率要高，但...歷史資料來看，2013年配息率是最低，最高是2019年...若看均價，2013年是23塊多，2019年是27左右，咦？怎麼會這樣？其實很正常，股價低時表示景氣不好，所以即使是選擇配息最好的30檔股票也只能配出3%多，而且是23塊股價的3%多！！！！那如果，你入手持有成本33塊的0056 請問若未來景氣變差，已經有機構預測今年今年GDP難保4、3%...若股價跌到25塊，配息只剩4%...這已經是比歷史數字還要好，那還是你要的存股嗎？還是屍骨無存？,0,[ 0.93554688  0.91894531 -1.14648438],0.47433555554629314
想法很多作法也不同如果有配股配息的應該沒差你看好它一直買入剛好可以增加股數時間久了平均股價自然慢慢降低除非後續不看好它則另當別論一起加油,1,[-1.14453125  1.31640625 -1.72167969],0.882393352681951
其實銀行定存最好,2,[-2.2109375  -1.2421875   3.91015625],0.9920813249177539
半導體「砍單風暴」正式來襲，面板驅動IC廠開第一槍半導體「砍單風暴」正式來襲，面板驅動IC廠開第一槍。受制面板需求疲軟、報價跌跌不休，業界傳出，已有驅動IC廠大砍晶圓代工投片量，幅度高達二至三成，去年驅動IC廠風光大賺數個股本已成過去式；部分消費性IC受大陸封控與通膨導致消費緊縮壓力，也恐接棒砍單。=> 電子業要開始下滑了嗎? GG 股價會如何?,0,[ 4.6484375  -1.98632812 -1.08203125],0.9954612519850213
老早就已經慘兮兮了我任職的公司四月的業績跟三月份相比快腰斬五月份的業績應該也是慘不認賭,0,[ 5.1640625  -2.41601562 -1.25097656],0.9978573236123001
5G大砍單來了！郭明錤：聯發科砍35%、高通高階降15%電子下修了..,0,[ 4.4609375  -1.90234375 -1.07421875],0.9943626660852559
前陣子中信開戶有送500，但不確定現在還有沒有可以去查一下他們家的亮點APP介面操作起來很直觀，我都用這個下單,2,[-2.08398438 -1.50585938  4.07421875],0.9941461464426974
因為薪轉戶是中信所以券商也開同一家，交割會比較方便下單用中信的亮點APP有停損停利功能對於上班族來說很方便,2,[-2.10546875 -1.25683594  3.75976562],0.9906253476277563
首先週一一般行情不好適合午盤後進場如果上週五不錯週一就更容易被主力拉高倒貨你可以等週二尾盤買週三的勝算特別的高也適合獲利了結最慢週四賣也可以小賺很像農民曆每天都有吉時跟凶時看久了以後規則你就看懂了！👍-更多台股技術教學歡迎加入社群看看喔：https://page.line.me/752txydm現在加入社群，就送【7-11 兩百元禮券】一張！邀請好友加入再多送一張【7-11一百元禮券】給你！不用抽直接送！還不趕快手刀加入😝#股票 #台股,1,[-1.60058594  1.43847656 -1.40332031],0.9039952257871549
感謝分享感恩,2,[-3.06054688 -0.94335938  4.05078125],0.9924638706747722
很像農民曆每天都有吉時跟凶時 利害,2,[-2.453125   -1.61816406  4.40625   ],0.9965434509472056
