text,label,raw_outputs,probability
最近查了有成過去的資料:有一段是這樣寫的:有成從2009～2011年間，年度EPS分別繳出12.34元、7.35元和5.31元的亮麗成績單太陽能好賺的時候也很好賺新日光總座看好今年第三季太陽能的景氣這個行業蠻刺激的起伏都很大,1,[-3.34765625  2.5859375  -1.38769531],0.9789966651703644
季線/月線 快要扣抵往下的點了搭配7/6 公布業績看看有沒有機會月線/季線往上翻,0,[ 3.05859375 -0.859375   -0.71533203],0.9589169474076507
看到台股漲的不要不要的 心裡有點癢癢的 因為之前就有使用券商的股票融資 利率大概6% 昨天也作了一下信貸的功課 我大概能拿到4%以下的年利率 額度也比券商給我50萬好 所以我是不是用信貸比較划算 版上有人也是用信貸來投資股票嗎? to #9 p大 我講的信貸利率已經經過版友推薦的信貸預測網站算過 已經是最後利率預測 說穿了 拿不到這個利率我就用融資了 謝謝你的指教,2,[-2.37890625 -1.17480469  3.3203125 ],0.9856956314763694
融資不要超級奈米戶(一年不到成交千萬)絕對可以談我新光月成交300-500萬久久破千只是跟營業員告知能否降低融資利息就調整到3.28%額度500萬不用財力證明,2,[-2.484375    0.67285156  1.04785156],0.5825709845293362
借信貸來玩股票 這也太冒險了吧...借了信貸就有了負債 而且每期都要還按時還 如果投資的股票不如預期 甚至被斷頭 就是兩頭燒 三思啊~~,2,[ 0.66992188 -1.5078125   1.80566406],0.7366085860429455
看樣子樓主好像很有信心一定不會賠錢的個人是覺的這風險太高了...,2,[-2.6015625  -0.17736816  1.890625  ],0.8790162505976037
別了吧!買股票要用閒錢!樓主有見識過股災跟崩盤嗎?我看再漲個幾波，市場就會開始瘋狂了!,1,[-1.01074219  1.30371094 -1.68554688],0.8702122127444083
各位樓上大大別虧我了 我沒有必勝明牌啦只是異想天開想先把功課做好投資上我也是比較保守的人,2,[-2.42578125 -0.91113281  2.97070312],0.9754713497211358
最大的問題是.....你做功課的信貸利率可能是假的!每次看到有人說自己2~3%就想笑那就勇敢地辦下去 看最後想哭還想笑,2,[-1.92480469 -1.62109375  4.3984375 ],0.9957928489302177
讓我來跟你聊聊我最近申請的信貸狀況吧。一開始專員跟我說:x先生你是職軍我能保證幫你申請到最低利率4～5%利率，審核徵信過程中更是不斷幫我提高額度，從一開始的75萬提高到125萬，空手套白郎就能從銀行借出這筆百萬資金，可見現在銀行錢很多，我不會說是中x信託，審核加徵信大概三天左右撥款下來，其實還能在快些（文件有少跟錯一些重送審），行員還很擔心我只貸六十怕審核貸下來會少，於是我又加了十萬借七十出來，重點來了～當初說好利率4～5%利率完全消失，跑出來的是第一個方案有綁約一年利率13%多（提前還款會有違約金），第二方案無限制清償14%多以日計息（只要有錢隨時可還不會有違約金），因為我是短期急用要買中古車，資金使用大概二個禮拜就會全額還清，所以我選的方案是無限制清償，於是大概過了兩個禮拜我打去找我專員說我要全額清償，於是我的專員免為其難說要去問主管看能不能怎麼快還，剛好那天是禮拜五，一整天也沒給我答覆，又拖了兩天接著禮拜一打去跟我扯更多，硬是不要我提前還款，要我先繳半年做信用，然後我就氣到直接打去台北信貸部門，過程中客服語氣也不是很好，最後還是給了我一組帳戶讓我去做清償，算算這兩個禮拜借這筆七十萬，總共花了開辦費九千，14%多的利息三千兩百多，一天大概是270元，總共一萬兩千多給銀行賺，要是繳個一年14%的話大概利息八～九萬左右，所以版主你還是確認是否真的有3～4%的利率在考慮，不然往往推銷前跟後會有落差，還有專員的話聽聽就好，我還是第一次要還錢不給還的，打了半天電話東轉西轉，還轉回負責我的專員接著繼續洗腦我，真是無言。,2,[-1.49902344 -0.921875    2.609375  ],0.9562950395036849
